purchase_id,date,supplier,category,items_summary,quantity_kg,total_cost_clp,payment_terms,due_date,status
PO-2049,2024-06-17,Puerto de Palos,seafood,Seafood Variety Pack,12.64,151650,15 dias,2024-07-02,Received
PO-2050,2024-06-17,Distribuidora JR,dairy,Dairy Variety Pack,24.93,149550,15 dias,2024-07-02,Received
PO-2051,2024-06-17,ICB Food Service,grocery,Grocery Variety Pack,69.11,138230,30 dias,2024-07-17,Received
PO-2052,2024-06-17,Distribuidora JR,beverage,Beverage Variety Pack,2.02,1620,15 dias,2024-07-02,Received
PO-2053,2024-06-17,Licores Premium,wine,Wine Variety Pack,2.52,10100,30 dias,2024-07-17,Received
PO-2054,2024-06-20,Carnes Danke,meat,Meat Variety Pack,36.86,350170,30 dias,2024-07-20,Received
PO-2055,2024-06-20,Agro los hermanos,veg,Veg Variety Pack,86.97,130462,0 dias,2024-06-20,Received
PO-2056,2024-06-20,Puerto de Palos,seafood,Seafood Variety Pack,24.11,289320,15 dias,2024-07-05,Received
PO-2057,2024-06-20,Distribuidora JR,dairy,Dairy Variety Pack,51.95,311700,15 dias,2024-07-05,Received
PO-2058,2024-06-20,ICB Food Service,grocery,Grocery Variety Pack,133.18,266360,30 dias,2024-07-20,Received
PO-2059,2024-06-20,Distribuidora JR,beverage,Beverage Variety Pack,5.72,4580,15 dias,2024-07-05,Received
PO-2060,2024-06-20,Licores Premium,wine,Wine Variety Pack,9.96,39850,30 dias,2024-07-20,Received
PO-2061,2024-06-24,Carnes Danke,meat,Meat Variety Pack,9.28,88112,30 dias,2024-07-24,Received
PO-2062,2024-06-24,Agro los hermanos,veg,Veg Variety Pack,23.85,35775,0 dias,2024-06-24,Received
PO-2063,2024-06-24,Puerto de Palos,seafood,Seafood Variety Pack,10.71,128460,15 dias,2024-07-09,Received
PO-2064,2024-06-24,Distribuidora JR,dairy,Dairy Variety Pack,22.05,132300,15 dias,2024-07-09,Received
PO-2065,2024-06-24,ICB Food Service,grocery,Grocery Variety Pack,52.88,105750,30 dias,2024-07-24,Received
PO-2066,2024-06-24,Distribuidora JR,beverage,Beverage Variety Pack,0.85,680,15 dias,2024-07-09,Received
PO-2067,2024-06-24,Licores Premium,wine,Wine Variety Pack,1.44,5750,30 dias,2024-07-24,Received
PO-2068,2024-06-27,Carnes Danke,meat,Meat Variety Pack,29.34,278682,30 dias,2024-07-27,Received
PO-2069,2024-06-27,Agro los hermanos,veg,Veg Variety Pack,65.5,98250,0 dias,2024-06-27,Received
PO-2070,2024-06-27,Puerto de Palos,seafood,Seafood Variety Pack,18.75,224969,15 dias,2024-07-12,Received
PO-2071,2024-06-27,Distribuidora JR,dairy,Dairy Variety Pack,48.48,290850,15 dias,2024-07-12,Received
PO-2072,2024-06-27,ICB Food Service,grocery,Grocery Variety Pack,137.25,274510,30 dias,2024-07-27,Received
PO-2073,2024-06-27,Distribuidora JR,beverage,Beverage Variety Pack,3.08,2460,15 dias,2024-07-12,Received
PO-2074,2024-06-27,Licores Premium,wine,Wine Variety Pack,6.65,26600,30 dias,2024-07-27,Received
PO-2075,2024-07-01,Carnes Danke,meat,Meat Variety Pack,12.37,117538,30 dias,2024-07-31,Received
PO-2076,2024-07-01,Agro los hermanos,veg,Veg Variety Pack,29.9,44850,0 dias,2024-07-01,Received
PO-2077,2024-07-01,Puerto de Palos,seafood,Seafood Variety Pack,11.54,138420,15 dias,2024-07-16,Received
PO-2078,2024-07-01,Distribuidora JR,dairy,Dairy Variety Pack,21.57,129450,15 dias,2024-07-16,Received
PO-2079,2024-07-01,ICB Food Service,grocery,Grocery Variety Pack,50.44,100870,30 dias,2024-07-31,Received
PO-2080,2024-07-01,Distribuidora JR,beverage,Beverage Variety Pack,2.05,1639,15 dias,2024-07-16,Received
PO-2081,2024-07-01,Licores Premium,wine,Wine Variety Pack,0.71,2850,30 dias,2024-07-31,Received
PO-2082,2024-07-04,Carnes Danke,meat,Meat Variety Pack,52.69,500507,30 dias,2024-08-03,Received
PO-2083,2024-07-04,Agro los hermanos,veg,Veg Variety Pack,112.05,168075,0 dias,2024-07-04,Received
PO-2084,2024-07-04,Puerto de Palos,seafood,Seafood Variety Pack,32.69,392250,15 dias,2024-07-19,Received
PO-2085,2024-07-04,Distribuidora JR,dairy,Dairy Variety Pack,55.23,331350,15 dias,2024-07-19,Received
PO-2086,2024-07-04,ICB Food Service,grocery,Grocery Variety Pack,145.33,290660,30 dias,2024-08-03,Received
PO-2087,2024-07-04,Distribuidora JR,beverage,Beverage Variety Pack,4.45,3560,15 dias,2024-07-19,Received
PO-2088,2024-07-04,Licores Premium,wine,Wine Variety Pack,5.44,21750,30 dias,2024-08-03,Received
PO-2089,2024-07-08,Carnes Danke,meat,Meat Variety Pack,2.96,28072,30 dias,2024-08-07,Received
PO-2090,2024-07-08,Agro los hermanos,veg,Veg Variety Pack,6.8,10200,0 dias,2024-07-08,Received
PO-2091,2024-07-08,Puerto de Palos,seafood,Seafood Variety Pack,5.2,62400,15 dias,2024-07-23,Received
PO-2092,2024-07-08,Distribuidora JR,dairy,Dairy Variety Pack,17.4,104399,15 dias,2024-07-23,Received
PO-2093,2024-07-08,ICB Food Service,grocery,Grocery Variety Pack,41.76,83520,30 dias,2024-08-07,Received
PO-2094,2024-07-08,Distribuidora JR,beverage,Beverage Variety Pack,1.25,1000,15 dias,2024-07-23,Received
PO-2095,2024-07-08,Licores Premium,wine,Wine Variety Pack,1.07,4300,30 dias,2024-08-07,Received
PO-2096,2024-07-11,Carnes Danke,meat,Meat Variety Pack,42.74,406006,30 dias,2024-08-10,Received
PO-2097,2024-07-11,Agro los hermanos,veg,Veg Variety Pack,95.55,143325,0 dias,2024-07-11,Received
PO-2098,2024-07-11,Puerto de Palos,seafood,Seafood Variety Pack,29.79,357450,15 dias,2024-07-26,Received
PO-2099,2024-07-11,Distribuidora JR,dairy,Dairy Variety Pack,52.17,313050,15 dias,2024-07-26,Received
PO-2100,2024-07-11,ICB Food Service,grocery,Grocery Variety Pack,160.26,320520,30 dias,2024-08-10,Received
PO-2101,2024-07-11,Distribuidora JR,beverage,Beverage Variety Pack,5.55,4440,15 dias,2024-07-26,Received
PO-2102,2024-07-11,Licores Premium,wine,Wine Variety Pack,7.3,29200,30 dias,2024-08-10,Received
PO-2103,2024-07-15,Carnes Danke,meat,Meat Variety Pack,9.23,87708,30 dias,2024-08-14,Received
PO-2104,2024-07-15,Agro los hermanos,veg,Veg Variety Pack,18.9,28349,0 dias,2024-07-15,Received
PO-2105,2024-07-15,Puerto de Palos,seafood,Seafood Variety Pack,7.5,89970,15 dias,2024-07-30,Received
PO-2106,2024-07-15,Distribuidora JR,dairy,Dairy Variety Pack,13.12,78750,15 dias,2024-07-30,Received
PO-2107,2024-07-15,ICB Food Service,grocery,Grocery Variety Pack,39.88,79770,30 dias,2024-08-14,Received
PO-2108,2024-07-15,Licores Premium,wine,Wine Variety Pack,0.7,2800,30 dias,2024-08-14,Received
PO-2109,2024-07-18,Carnes Danke,meat,Meat Variety Pack,27.82,264266,30 dias,2024-08-17,Received
PO-2110,2024-07-18,Agro los hermanos,veg,Veg Variety Pack,64.9,97350,0 dias,2024-07-18,Received
PO-2111,2024-07-18,Puerto de Palos,seafood,Seafood Variety Pack,19.22,230670,15 dias,2024-08-02,Received
PO-2112,2024-07-18,Distribuidora JR,dairy,Dairy Variety Pack,51.05,306300,15 dias,2024-08-02,Received
PO-2113,2024-07-18,ICB Food Service,grocery,Grocery Variety Pack,117.8,235590,30 dias,2024-08-17,Received
PO-2114,2024-07-18,Distribuidora JR,beverage,Beverage Variety Pack,4.85,3879,15 dias,2024-08-02,Received
PO-2115,2024-07-18,Licores Premium,wine,Wine Variety Pack,8.11,32450,30 dias,2024-08-17,Received
PO-2116,2024-07-22,Carnes Danke,meat,Meat Variety Pack,16.03,152261,30 dias,2024-08-21,Received
PO-2117,2024-07-22,Agro los hermanos,veg,Veg Variety Pack,31.57,47362,0 dias,2024-07-22,Received
PO-2118,2024-07-22,Puerto de Palos,seafood,Seafood Variety Pack,12.1,145170,15 dias,2024-08-06,Received
PO-2119,2024-07-22,Distribuidora JR,dairy,Dairy Variety Pack,23.55,141300,15 dias,2024-08-06,Received
PO-2120,2024-07-22,ICB Food Service,grocery,Grocery Variety Pack,66.92,133840,30 dias,2024-08-21,Received
PO-2121,2024-07-22,Distribuidora JR,beverage,Beverage Variety Pack,2.42,1939,15 dias,2024-08-06,Received
PO-2122,2024-07-25,Carnes Danke,meat,Meat Variety Pack,39.23,372732,30 dias,2024-08-24,Received
PO-2123,2024-07-25,Agro los hermanos,veg,Veg Variety Pack,97.28,145912,0 dias,2024-07-25,Received
PO-2124,2024-07-25,Puerto de Palos,seafood,Seafood Variety Pack,40.51,486150,15 dias,2024-08-09,Received
PO-2125,2024-07-25,Distribuidora JR,dairy,Dairy Variety Pack,48.05,288300,15 dias,2024-08-09,Received
PO-2126,2024-07-25,ICB Food Service,grocery,Grocery Variety Pack,152.08,304160,30 dias,2024-08-24,Received
PO-2127,2024-07-25,Distribuidora JR,beverage,Beverage Variety Pack,4.45,3560,15 dias,2024-08-09,Received
PO-2128,2024-07-25,Licores Premium,wine,Wine Variety Pack,10.78,43100,30 dias,2024-08-24,Received
PO-2129,2024-07-29,Carnes Danke,meat,Meat Variety Pack,13.79,130957,30 dias,2024-08-28,Received
PO-2130,2024-07-29,Agro los hermanos,veg,Veg Variety Pack,20.32,30487,0 dias,2024-07-29,Received
PO-2131,2024-07-29,Puerto de Palos,seafood,Seafood Variety Pack,1.41,16950,15 dias,2024-08-13,Received
PO-2132,2024-07-29,Distribuidora JR,dairy,Dairy Variety Pack,16.88,101250,15 dias,2024-08-13,Received
PO-2133,2024-07-29,ICB Food Service,grocery,Grocery Variety Pack,39.27,78540,30 dias,2024-08-28,Received
PO-2134,2024-07-29,Distribuidora JR,beverage,Beverage Variety Pack,1.35,1080,15 dias,2024-08-13,Received
PO-2135,2024-07-29,Licores Premium,wine,Wine Variety Pack,2.44,9750,30 dias,2024-08-28,Received
PO-2136,2024-08-01,Carnes Danke,meat,Meat Variety Pack,43.86,416646,30 dias,2024-08-31,Received
PO-2137,2024-08-01,Agro los hermanos,veg,Veg Variety Pack,81.67,122512,0 dias,2024-08-01,Received
PO-2138,2024-08-01,Puerto de Palos,seafood,Seafood Variety Pack,27.93,335130,15 dias,2024-08-16,Received
PO-2139,2024-08-01,Distribuidora JR,dairy,Dairy Variety Pack,45.42,272550,15 dias,2024-08-16,Received
PO-2140,2024-08-01,ICB Food Service,grocery,Grocery Variety Pack,137.54,275080,30 dias,2024-08-31,Received
PO-2141,2024-08-01,Distribuidora JR,beverage,Beverage Variety Pack,5.53,4420,15 dias,2024-08-16,Received
PO-2142,2024-08-01,Licores Premium,wine,Wine Variety Pack,5.7,22800,30 dias,2024-08-31,Received
PO-2143,2024-08-05,Carnes Danke,meat,Meat Variety Pack,12.88,122336,30 dias,2024-09-04,Received
PO-2144,2024-08-05,Agro los hermanos,veg,Veg Variety Pack,36.12,54187,0 dias,2024-08-05,Received
PO-2145,2024-08-05,Puerto de Palos,seafood,Seafood Variety Pack,12.67,152040,15 dias,2024-08-20,Received
PO-2146,2024-08-05,Distribuidora JR,dairy,Dairy Variety Pack,20.43,122550,15 dias,2024-08-20,Received
PO-2147,2024-08-05,ICB Food Service,grocery,Grocery Variety Pack,57.6,115210,30 dias,2024-09-04,Received
PO-2148,2024-08-05,Distribuidora JR,beverage,Beverage Variety Pack,2.05,1639,15 dias,2024-08-20,Received
PO-2149,2024-08-05,Licores Premium,wine,Wine Variety Pack,4.05,16200,30 dias,2024-09-04,Received
PO-2150,2024-08-08,Carnes Danke,meat,Meat Variety Pack,39.44,374680,30 dias,2024-09-07,Received
PO-2151,2024-08-08,Agro los hermanos,veg,Veg Variety Pack,85.05,127575,0 dias,2024-08-08,Received
PO-2152,2024-08-08,Puerto de Palos,seafood,Seafood Variety Pack,28.44,341310,15 dias,2024-08-23,Received
PO-2153,2024-08-08,Distribuidora JR,dairy,Dairy Variety Pack,48.25,289500,15 dias,2024-08-23,Received
PO-2154,2024-08-08,ICB Food Service,grocery,Grocery Variety Pack,150.09,300180,30 dias,2024-09-07,Received
PO-2155,2024-08-08,Distribuidora JR,beverage,Beverage Variety Pack,6.1,4880,15 dias,2024-08-23,Received
PO-2156,2024-08-08,Licores Premium,wine,Wine Variety Pack,7.99,31950,30 dias,2024-09-07,Received
PO-2157,2024-08-12,Carnes Danke,meat,Meat Variety Pack,14.71,139745,30 dias,2024-09-11,Received
PO-2158,2024-08-12,Agro los hermanos,veg,Veg Variety Pack,33.7,50550,0 dias,2024-08-12,Received
PO-2159,2024-08-12,Puerto de Palos,seafood,Seafood Variety Pack,11.25,135030,15 dias,2024-08-27,Received
PO-2160,2024-08-12,Distribuidora JR,dairy,Dairy Variety Pack,21.5,129000,15 dias,2024-08-27,Received
PO-2161,2024-08-12,ICB Food Service,grocery,Grocery Variety Pack,54.16,108320,30 dias,2024-09-11,Received
PO-2162,2024-08-12,Distribuidora JR,beverage,Beverage Variety Pack,2.4,1920,15 dias,2024-08-27,Received
PO-2163,2024-08-12,Licores Premium,wine,Wine Variety Pack,1.88,7500,30 dias,2024-09-11,Received
PO-2164,2024-08-15,Carnes Danke,meat,Meat Variety Pack,29.84,283456,30 dias,2024-09-14,Received
PO-2165,2024-08-15,Agro los hermanos,veg,Veg Variety Pack,75.67,113512,0 dias,2024-08-15,Received
PO-2166,2024-08-15,Puerto de Palos,seafood,Seafood Variety Pack,26.73,320700,15 dias,2024-08-30,Received
PO-2167,2024-08-15,Distribuidora JR,dairy,Dairy Variety Pack,59.27,355650,15 dias,2024-08-30,Received
PO-2168,2024-08-15,ICB Food Service,grocery,Grocery Variety Pack,145.66,291320,30 dias,2024-09-14,Received
PO-2169,2024-08-15,Distribuidora JR,beverage,Beverage Variety Pack,2.62,2100,15 dias,2024-08-30,Received
PO-2170,2024-08-15,Licores Premium,wine,Wine Variety Pack,5.33,21300,30 dias,2024-09-14,Received
PO-2171,2024-08-19,Carnes Danke,meat,Meat Variety Pack,17.91,170097,30 dias,2024-09-18,Received
PO-2172,2024-08-19,Agro los hermanos,veg,Veg Variety Pack,37.75,56625,0 dias,2024-08-19,Received
PO-2173,2024-08-19,Puerto de Palos,seafood,Seafood Variety Pack,14.35,172170,15 dias,2024-09-03,Received
PO-2174,2024-08-19,Distribuidora JR,dairy,Dairy Variety Pack,27.98,167850,15 dias,2024-09-03,Received
PO-2175,2024-08-19,ICB Food Service,grocery,Grocery Variety Pack,76.19,152370,30 dias,2024-09-18,Received
PO-2176,2024-08-19,Distribuidora JR,beverage,Beverage Variety Pack,2.33,1860,15 dias,2024-09-03,Received
PO-2177,2024-08-19,Licores Premium,wine,Wine Variety Pack,4.72,18900,30 dias,2024-09-18,Received
PO-2178,2024-08-22,Carnes Danke,meat,Meat Variety Pack,38.56,366343,30 dias,2024-09-21,Received
PO-2179,2024-08-22,Agro los hermanos,veg,Veg Variety Pack,79.62,119437,0 dias,2024-08-22,Received
PO-2180,2024-08-22,Puerto de Palos,seafood,Seafood Variety Pack,17.2,206340,15 dias,2024-09-06,Received
PO-2181,2024-08-22,Distribuidora JR,dairy,Dairy Variety Pack,38.15,228900,15 dias,2024-09-06,Received
PO-2182,2024-08-22,ICB Food Service,grocery,Grocery Variety Pack,127.71,255420,30 dias,2024-09-21,Received
PO-2183,2024-08-22,Distribuidora JR,beverage,Beverage Variety Pack,5.9,4720,15 dias,2024-09-06,Received
PO-2184,2024-08-22,Licores Premium,wine,Wine Variety Pack,2.06,8250,30 dias,2024-09-21,Received
PO-2185,2024-08-26,Carnes Danke,meat,Meat Variety Pack,17.92,170240,30 dias,2024-09-25,Received
PO-2186,2024-08-26,Agro los hermanos,veg,Veg Variety Pack,41.75,62625,0 dias,2024-08-26,Received
PO-2187,2024-08-26,Puerto de Palos,seafood,Seafood Variety Pack,10.06,120689,15 dias,2024-09-10,Received
PO-2188,2024-08-26,Distribuidora JR,dairy,Dairy Variety Pack,34.85,209100,15 dias,2024-09-10,Received
PO-2189,2024-08-26,ICB Food Service,grocery,Grocery Variety Pack,79.61,159210,30 dias,2024-09-25,Received
PO-2190,2024-08-26,Distribuidora JR,beverage,Beverage Variety Pack,4.45,3560,15 dias,2024-09-10,Received
PO-2191,2024-08-26,Licores Premium,wine,Wine Variety Pack,2.54,10150,30 dias,2024-09-25,Received
PO-2192,2024-08-29,Carnes Danke,meat,Meat Variety Pack,40.39,383681,30 dias,2024-09-28,Received
PO-2193,2024-08-29,Agro los hermanos,veg,Veg Variety Pack,80.53,120787,0 dias,2024-08-29,Received
PO-2194,2024-08-29,Puerto de Palos,seafood,Seafood Variety Pack,27.4,328800,15 dias,2024-09-13,Received
PO-2195,2024-08-29,Distribuidora JR,dairy,Dairy Variety Pack,48.67,292050,15 dias,2024-09-13,Received
PO-2196,2024-08-29,ICB Food Service,grocery,Grocery Variety Pack,138.15,276300,30 dias,2024-09-28,Received
PO-2197,2024-08-29,Distribuidora JR,beverage,Beverage Variety Pack,5.35,4280,15 dias,2024-09-13,Received
PO-2198,2024-08-29,Licores Premium,wine,Wine Variety Pack,8.61,34450,30 dias,2024-09-28,Received
PO-2199,2024-09-02,Carnes Danke,meat,Meat Variety Pack,12.96,123096,30 dias,2024-10-02,Received
PO-2200,2024-09-02,Agro los hermanos,veg,Veg Variety Pack,27.38,41062,0 dias,2024-09-02,Received
PO-2201,2024-09-02,Puerto de Palos,seafood,Seafood Variety Pack,7.63,91620,15 dias,2024-09-17,Received
PO-2202,2024-09-02,Distribuidora JR,dairy,Dairy Variety Pack,18.25,109500,15 dias,2024-09-17,Received
PO-2203,2024-09-02,ICB Food Service,grocery,Grocery Variety Pack,51.81,103630,30 dias,2024-10-02,Received
PO-2204,2024-09-02,Distribuidora JR,beverage,Beverage Variety Pack,1.32,1060,15 dias,2024-09-17,Received
PO-2205,2024-09-02,Licores Premium,wine,Wine Variety Pack,0.59,2350,30 dias,2024-10-02,Received
PO-2206,2024-09-05,Carnes Danke,meat,Meat Variety Pack,35.44,336703,30 dias,2024-10-05,Received
PO-2207,2024-09-05,Agro los hermanos,veg,Veg Variety Pack,77.7,116550,0 dias,2024-09-05,Received
PO-2208,2024-09-05,Puerto de Palos,seafood,Seafood Variety Pack,24.68,296100,15 dias,2024-09-20,Received
PO-2209,2024-09-05,Distribuidora JR,dairy,Dairy Variety Pack,42.67,256049,15 dias,2024-09-20,Received
PO-2210,2024-09-05,ICB Food Service,grocery,Grocery Variety Pack,120.46,240920,30 dias,2024-10-05,Received
PO-2211,2024-09-05,Distribuidora JR,beverage,Beverage Variety Pack,4.72,3779,15 dias,2024-09-20,Received
PO-2212,2024-09-05,Licores Premium,wine,Wine Variety Pack,5.58,22300,30 dias,2024-10-05,Received
PO-2213,2024-09-09,Carnes Danke,meat,Meat Variety Pack,8.12,77092,30 dias,2024-10-09,Received
PO-2214,2024-09-09,Agro los hermanos,veg,Veg Variety Pack,26.12,39187,0 dias,2024-09-09,Received
PO-2215,2024-09-09,Puerto de Palos,seafood,Seafood Variety Pack,15.61,187260,15 dias,2024-09-24,Received
PO-2216,2024-09-09,Distribuidora JR,dairy,Dairy Variety Pack,26.52,159150,15 dias,2024-09-24,Received
PO-2217,2024-09-09,ICB Food Service,grocery,Grocery Variety Pack,59.58,119160,30 dias,2024-10-09,Received
PO-2218,2024-09-09,Distribuidora JR,beverage,Beverage Variety Pack,1.82,1460,15 dias,2024-09-24,Received
PO-2219,2024-09-09,Licores Premium,wine,Wine Variety Pack,1.41,5650,30 dias,2024-10-09,Received
PO-2220,2024-09-12,Carnes Danke,meat,Meat Variety Pack,40.84,388027,30 dias,2024-10-12,Received
PO-2221,2024-09-12,Agro los hermanos,veg,Veg Variety Pack,95.55,143325,0 dias,2024-09-12,Received
PO-2222,2024-09-12,Puerto de Palos,seafood,Seafood Variety Pack,31.62,379440,15 dias,2024-09-27,Received
PO-2223,2024-09-12,Distribuidora JR,dairy,Dairy Variety Pack,52.25,313500,15 dias,2024-09-27,Received
PO-2224,2024-09-12,ICB Food Service,grocery,Grocery Variety Pack,156.04,312090,30 dias,2024-10-12,Received
PO-2225,2024-09-12,Distribuidora JR,beverage,Beverage Variety Pack,4.92,3940,15 dias,2024-09-27,Received
PO-2226,2024-09-12,Licores Premium,wine,Wine Variety Pack,6.1,24400,30 dias,2024-10-12,Received
PO-2227,2024-09-16,Carnes Danke,meat,Meat Variety Pack,53.61,509318,30 dias,2024-10-16,Received
PO-2228,2024-09-16,Agro los hermanos,veg,Veg Variety Pack,124.28,186412,0 dias,2024-09-16,Received
PO-2229,2024-09-16,Puerto de Palos,seafood,Seafood Variety Pack,49.71,596490,15 dias,2024-10-01,Received
PO-2230,2024-09-16,Distribuidora JR,dairy,Dairy Variety Pack,103.72,622350,15 dias,2024-10-01,Received
PO-2231,2024-09-16,ICB Food Service,grocery,Grocery Variety Pack,272.26,544520,30 dias,2024-10-16,Received
PO-2232,2024-09-16,Distribuidora JR,beverage,Beverage Variety Pack,10.9,8720,15 dias,2024-10-01,Received
PO-2233,2024-09-16,Licores Premium,wine,Wine Variety Pack,5.8,23200,30 dias,2024-10-16,Received
PO-2234,2024-09-19,Carnes Danke,meat,Meat Variety Pack,114.0,1083023,30 dias,2024-10-19,Received
PO-2235,2024-09-19,Agro los hermanos,veg,Veg Variety Pack,235.97,353962,0 dias,2024-09-19,Received
PO-2236,2024-09-19,Puerto de Palos,seafood,Seafood Variety Pack,88.55,1062600,15 dias,2024-10-04,Received
PO-2237,2024-09-19,Distribuidora JR,dairy,Dairy Variety Pack,162.88,977250,15 dias,2024-10-04,Received
PO-2238,2024-09-19,ICB Food Service,grocery,Grocery Variety Pack,414.44,828870,30 dias,2024-10-19,Received
PO-2239,2024-09-19,Distribuidora JR,beverage,Beverage Variety Pack,15.85,12680,15 dias,2024-10-04,Received
PO-2240,2024-09-19,Licores Premium,wine,Wine Variety Pack,27.26,109050,30 dias,2024-10-19,Received
PO-2241,2024-09-23,Carnes Danke,meat,Meat Variety Pack,7.42,70442,30 dias,2024-10-23,Received
PO-2242,2024-09-23,Agro los hermanos,veg,Veg Variety Pack,21.0,31500,0 dias,2024-09-23,Received
PO-2243,2024-09-23,Puerto de Palos,seafood,Seafood Variety Pack,7.0,84030,15 dias,2024-10-08,Received
PO-2244,2024-09-23,Distribuidora JR,dairy,Dairy Variety Pack,3.3,19800,15 dias,2024-10-08,Received
PO-2245,2024-09-23,ICB Food Service,grocery,Grocery Variety Pack,27.54,55070,30 dias,2024-10-23,Received
PO-2246,2024-09-26,Carnes Danke,meat,Meat Variety Pack,39.49,375202,30 dias,2024-10-26,Received
PO-2247,2024-09-26,Agro los hermanos,veg,Veg Variety Pack,79.2,118800,0 dias,2024-09-26,Received
PO-2248,2024-09-26,Puerto de Palos,seafood,Seafood Variety Pack,19.11,229379,15 dias,2024-10-11,Received
PO-2249,2024-09-26,Distribuidora JR,dairy,Dairy Variety Pack,40.27,241650,15 dias,2024-10-11,Received
PO-2250,2024-09-26,ICB Food Service,grocery,Grocery Variety Pack,113.83,227670,30 dias,2024-10-26,Received
PO-2251,2024-09-26,Distribuidora JR,beverage,Beverage Variety Pack,3.65,2920,15 dias,2024-10-11,Received
PO-2252,2024-09-26,Licores Premium,wine,Wine Variety Pack,5.89,23550,30 dias,2024-10-26,Received
PO-2253,2024-09-30,Carnes Danke,meat,Meat Variety Pack,8.28,78660,30 dias,2024-10-30,Received
PO-2254,2024-09-30,Agro los hermanos,veg,Veg Variety Pack,21.45,32175,0 dias,2024-09-30,Received
PO-2255,2024-09-30,Puerto de Palos,seafood,Seafood Variety Pack,6.86,82320,15 dias,2024-10-15,Received
PO-2256,2024-09-30,Distribuidora JR,dairy,Dairy Variety Pack,17.7,106200,15 dias,2024-10-15,Received
PO-2257,2024-09-30,ICB Food Service,grocery,Grocery Variety Pack,45.73,91450,30 dias,2024-10-30,Received
PO-2258,2024-09-30,Distribuidora JR,beverage,Beverage Variety Pack,0.97,780,15 dias,2024-10-15,Received
PO-2259,2024-10-03,Carnes Danke,meat,Meat Variety Pack,33.39,317205,30 dias,2024-11-02,Received
PO-2260,2024-10-03,Agro los hermanos,veg,Veg Variety Pack,75.58,113362,0 dias,2024-10-03,Received
PO-2261,2024-10-03,Puerto de Palos,seafood,Seafood Variety Pack,33.09,397020,15 dias,2024-10-18,Received
PO-2262,2024-10-03,Distribuidora JR,dairy,Dairy Variety Pack,37.77,226650,15 dias,2024-10-18,Received
PO-2263,2024-10-03,ICB Food Service,grocery,Grocery Variety Pack,132.34,264690,30 dias,2024-11-02,Received
PO-2264,2024-10-03,Distribuidora JR,beverage,Beverage Variety Pack,6.5,5200,15 dias,2024-10-18,Received
PO-2265,2024-10-03,Licores Premium,wine,Wine Variety Pack,8.39,33550,30 dias,2024-11-02,Received
PO-2266,2024-10-07,Carnes Danke,meat,Meat Variety Pack,15.04,142832,30 dias,2024-11-06,Received
PO-2267,2024-10-07,Agro los hermanos,veg,Veg Variety Pack,33.02,49537,0 dias,2024-10-07,Received
PO-2268,2024-10-07,Puerto de Palos,seafood,Seafood Variety Pack,7.62,91500,15 dias,2024-10-22,Received
PO-2269,2024-10-07,Distribuidora JR,dairy,Dairy Variety Pack,23.6,141600,15 dias,2024-10-22,Received
PO-2270,2024-10-07,ICB Food Service,grocery,Grocery Variety Pack,67.27,134540,30 dias,2024-11-06,Received
PO-2271,2024-10-07,Distribuidora JR,beverage,Beverage Variety Pack,2.5,2000,15 dias,2024-10-22,Received
PO-2272,2024-10-07,Licores Premium,wine,Wine Variety Pack,4.92,19700,30 dias,2024-11-06,Received
PO-2273,2024-10-10,Carnes Danke,meat,Meat Variety Pack,40.58,385510,30 dias,2024-11-09,Received
PO-2274,2024-10-10,Agro los hermanos,veg,Veg Variety Pack,82.3,123450,0 dias,2024-10-10,Received
PO-2275,2024-10-10,Puerto de Palos,seafood,Seafood Variety Pack,23.8,285540,15 dias,2024-10-25,Received
PO-2276,2024-10-10,Distribuidora JR,dairy,Dairy Variety Pack,42.8,256799,15 dias,2024-10-25,Received
PO-2277,2024-10-10,ICB Food Service,grocery,Grocery Variety Pack,114.54,229080,30 dias,2024-11-09,Received
PO-2278,2024-10-10,Distribuidora JR,beverage,Beverage Variety Pack,3.23,2580,15 dias,2024-10-25,Received
PO-2279,2024-10-10,Licores Premium,wine,Wine Variety Pack,1.54,6150,30 dias,2024-11-09,Received
PO-2280,2024-10-14,Carnes Danke,meat,Meat Variety Pack,10.44,99156,30 dias,2024-11-13,Received
PO-2281,2024-10-14,Agro los hermanos,veg,Veg Variety Pack,25.05,37575,0 dias,2024-10-14,Received
PO-2282,2024-10-14,Puerto de Palos,seafood,Seafood Variety Pack,11.49,137880,15 dias,2024-10-29,Received
PO-2283,2024-10-14,Distribuidora JR,dairy,Dairy Variety Pack,10.78,64650,15 dias,2024-10-29,Received
PO-2284,2024-10-14,ICB Food Service,grocery,Grocery Variety Pack,51.23,102450,30 dias,2024-11-13,Received
PO-2285,2024-10-14,Distribuidora JR,beverage,Beverage Variety Pack,1.57,1260,15 dias,2024-10-29,Received
PO-2286,2024-10-14,Licores Premium,wine,Wine Variety Pack,1.8,7200,30 dias,2024-11-13,Received
PO-2287,2024-10-17,Carnes Danke,meat,Meat Variety Pack,39.34,373682,30 dias,2024-11-16,Received
PO-2288,2024-10-17,Agro los hermanos,veg,Veg Variety Pack,86.3,129450,0 dias,2024-10-17,Received
PO-2289,2024-10-17,Puerto de Palos,seafood,Seafood Variety Pack,27.37,328440,15 dias,2024-11-01,Received
PO-2290,2024-10-17,Distribuidora JR,dairy,Dairy Variety Pack,44.62,267750,15 dias,2024-11-01,Received
