date,item_name,merma_qty,reason,value_lost_clp,preventable
2024-06-05,Salmón Tando,1,customer_return,7200,no
2024-06-06,Cuatro Formaggi,1,quality_issue,4800,yes
2024-06-06,Filete Trifolatti,1,overprep,9800,yes
2024-06-06,Filete Trifolatti,1,expired,9800,no
2024-06-06,Filete Trifolatti,1,expired,9800,no
2024-06-06,Copa de Vino CS,1,overprep,1400,yes
2024-06-06,Cuatro Formaggi,1,overprep,4800,yes
2024-06-07,Camarón a la Vista,1,quality_issue,5800,yes
2024-06-07,Filete Trifolatti,2,expired,19600,no
2024-06-07,Filete Trifolatti,1,customer_return,9800,no
2024-06-07,Cuatro Formaggi,1,overprep,4800,yes
2024-06-07,Locos en su Emulsión,1,overprep,11500,yes
2024-06-07,Pepperoni,1,quality_issue,3800,yes
2024-06-07,Valenciano,1,overprep,6200,yes
2024-06-08,Clásica,3,overprep,12600,yes
2024-06-08,Mechada Avocado,2,quality_issue,9600,yes
2024-06-08,Clásica,2,quality_issue,8400,yes
2024-06-08,Duo del Mar,2,overprep,14400,yes
2024-06-09,Cuatro Formaggi,2,expired,9600,no
2024-06-09,Locos en su Emulsión,1,expired,11500,no
2024-06-09,Clásica,1,overprep,4200,yes
2024-06-09,Mechada Avocado,2,quality_issue,9600,yes
2024-06-09,Duo del Mar,1,expired,7200,no
2024-06-09,Pepperoni,1,overprep,3800,yes
2024-06-09,Cuatro Formaggi,1,overprep,4800,yes
2024-06-09,Pepperoni,1,expired,3800,no
2024-06-09,Tartar de Jaiba con Locos,1,expired,8900,no
2024-06-10,Mechada Avocado,2,expired,9600,no
2024-06-10,Cuatro Formaggi,1,damage,4800,yes
2024-06-10,Pavlova (Papaya),2,overprep,4000,yes
2024-06-10,Pepperoni,1,overprep,3800,yes
2024-06-10,Volcán de Chocolate,1,quality_issue,2100,yes
2024-06-11,Camarón a la Vista,1,expired,5800,no
2024-06-11,Rocca Avocado,2,overprep,17000,yes
2024-06-11,Valenciano,1,overprep,6200,yes
2024-06-12,Jugo de Pulpa,1,damage,800,yes
2024-06-12,Mechada Avocado,1,overprep,4800,yes
2024-06-12,Duo del Mar,1,overprep,7200,yes
2024-06-12,Jugo de Pulpa,1,overprep,800,yes
2024-06-13,Clásica,1,expired,4200,no
2024-06-13,Pavlova (Papaya),1,overprep,2000,yes
2024-06-14,Volcán de Chocolate,1,damage,2100,yes
2024-06-14,Rocca Avocado,2,overprep,17000,yes
2024-06-14,Pepperoni,2,overprep,7600,yes
2024-06-14,Pepperoni,1,quality_issue,3800,yes
2024-06-14,Margarita,1,overprep,3200,yes
2024-06-14,Duo del Mar,1,overprep,7200,yes
2024-06-14,Salmón Tando,1,expired,7200,no
2024-06-14,Tabla Estación,1,quality_issue,14500,yes
2024-06-14,Arancini,1,expired,3800,no
2024-06-15,Cuatro Formaggi,1,overprep,4800,yes
2024-06-15,Camarón a la Vista,1,expired,5800,no
2024-06-15,Camarón a la Vista,2,overprep,11600,yes
2024-06-15,Mechada Avocado,2,customer_return,9600,no
2024-06-15,Mechada Avocado,1,overprep,4800,yes
2024-06-16,Jugo de Pulpa,1,expired,800,no
2024-06-16,Margarita,1,overprep,3200,yes
2024-06-16,Duo del Mar,1,overprep,7200,yes
2024-06-16,Cuatro Formaggi,1,overprep,4800,yes
2024-06-16,Cuatro Formaggi,1,quality_issue,4800,yes
2024-06-17,Cuatro Formaggi,1,quality_issue,4800,yes
2024-06-17,Filete Trifolatti,1,expired,9800,no
2024-06-17,Tartar de Jaiba con Locos,3,expired,26700,no
2024-06-17,Margarita,1,quality_issue,3200,yes
2024-06-17,Pavlova (Papaya),1,damage,2000,yes
2024-06-18,Volcán de Chocolate,2,overprep,4200,yes
2024-06-18,Jugo de Pulpa,1,overprep,800,yes
2024-06-18,Margarita,2,overprep,6400,yes
2024-06-18,Pepperoni,1,quality_issue,3800,yes
2024-06-18,Margarita,2,quality_issue,6400,yes
2024-06-18,Jugo de Pulpa,1,expired,800,no
2024-06-18,Cuatro Formaggi,2,overprep,9600,yes
2024-06-19,Cuatro Formaggi,1,expired,4800,no
2024-06-19,Volcán de Chocolate,1,overprep,2100,yes
2024-06-19,Cuatro Formaggi,1,overprep,4800,yes
2024-06-19,Pavlova (Papaya),1,overprep,2000,yes
2024-06-20,Tartar de Jaiba con Locos,1,overprep,8900,yes
2024-06-20,Mechada Avocado,1,quality_issue,4800,yes
2024-06-20,Clásica,1,expired,4200,no
2024-06-20,Jugo de Pulpa,1,overprep,800,yes
2024-06-20,Duo del Mar,1,expired,7200,no
2024-06-21,Pavlova (Papaya),1,overprep,2000,yes
2024-06-21,Volcán de Chocolate,2,overprep,4200,yes
2024-06-21,Margarita,1,overprep,3200,yes
2024-06-21,Tabla Estación,1,quality_issue,14500,yes
2024-06-21,Duo del Mar,1,expired,7200,no
2024-06-21,Cuatro Formaggi,3,damage,14400,yes
2024-06-21,Locos en su Emulsión,1,quality_issue,11500,yes
2024-06-21,Rocca Avocado,1,damage,8500,yes
2024-06-22,Filete Trifolatti,1,expired,9800,no
2024-06-22,Valenciano,1,overprep,6200,yes
2024-06-22,Locos en su Emulsión,2,overprep,23000,yes
2024-06-22,Margarita,1,expired,3200,no
2024-06-23,Pavlova (Papaya),1,overprep,2000,yes
2024-06-23,Arancini,1,quality_issue,3800,yes
2024-06-23,Pavlova (Papaya),1,quality_issue,2000,yes
2024-06-23,Mechada Avocado,1,expired,4800,no
2024-06-23,Salmón Tando,1,expired,7200,no
2024-06-24,Salmón Tando,1,expired,7200,no
2024-06-24,Valenciano,2,overprep,12400,yes
2024-06-25,Clásica,2,overprep,8400,yes
2024-06-25,Camarón a la Vista,1,overprep,5800,yes
2024-06-25,Locos en su Emulsión,2,expired,23000,no
2024-06-25,Filete Trifolatti,2,overprep,19600,yes
2024-06-25,Valenciano,1,expired,6200,no
2024-06-26,Margarita,1,damage,3200,yes
2024-06-26,Volcán de Chocolate,1,damage,2100,yes
2024-06-26,Clásica,1,expired,4200,no
2024-06-26,Salmón Tando,1,overprep,7200,yes
2024-06-26,Tartar de Jaiba con Locos,1,expired,8900,no
2024-06-27,Margarita,1,overprep,3200,yes
2024-06-27,Tartar de Jaiba con Locos,2,expired,17800,no
2024-06-27,Locos en su Emulsión,2,overprep,23000,yes
2024-06-27,Pavlova (Papaya),1,overprep,2000,yes
2024-06-27,Cuatro Formaggi,1,overprep,4800,yes
2024-06-27,Jugo de Pulpa,1,damage,800,yes
2024-06-27,Jugo de Pulpa,1,expired,800,no
2024-06-28,Clásica,1,expired,4200,no
2024-06-28,Pepperoni,1,overprep,3800,yes
2024-06-28,Rocca Avocado,1,quality_issue,8500,yes
2024-06-28,Pepperoni,1,expired,3800,no
2024-06-28,Valenciano,1,overprep,6200,yes
2024-06-29,Jugo de Pulpa,1,quality_issue,800,yes
2024-06-29,Rocca Avocado,1,overprep,8500,yes
2024-06-29,Margarita,1,damage,3200,yes
2024-06-29,Cuatro Formaggi,1,overprep,4800,yes
2024-06-29,Mechada Avocado,1,overprep,4800,yes
2024-06-29,Copa de Vino CS,3,overprep,4200,yes
2024-06-29,Clásica,1,overprep,4200,yes
2024-06-29,Clásica,1,customer_return,4200,no
2024-06-29,Salmón Tando,1,overprep,7200,yes
2024-06-30,Salmón Tando,1,overprep,7200,yes
2024-06-30,Copa de Vino CS,2,overprep,2800,yes
2024-06-30,Cuatro Formaggi,2,damage,9600,yes
2024-07-01,Tartar de Jaiba con Locos,1,expired,8900,no
2024-07-01,Rocca Avocado,1,damage,8500,yes
2024-07-01,Margarita,2,overprep,6400,yes
2024-07-01,Mechada Avocado,1,overprep,4800,yes
2024-07-01,Filete Trifolatti,1,quality_issue,9800,yes
2024-07-02,Pavlova (Papaya),2,expired,4000,no
2024-07-03,Margarita,1,overprep,3200,yes
2024-07-03,Cuatro Formaggi,2,overprep,9600,yes
2024-07-03,Pepperoni,1,overprep,3800,yes
2024-07-03,Mechada Avocado,1,overprep,4800,yes
2024-07-03,Margarita,1,overprep,3200,yes
2024-07-04,Valenciano,1,overprep,6200,yes
2024-07-04,Arancini,1,expired,3800,no
2024-07-04,Cuatro Formaggi,1,quality_issue,4800,yes
2024-07-04,Rocca Avocado,1,overprep,8500,yes
2024-07-04,Margarita,2,overprep,6400,yes
2024-07-04,Copa de Vino CS,1,quality_issue,1400,yes
2024-07-04,Jugo de Pulpa,1,overprep,800,yes
2024-07-05,Filete Trifolatti,1,expired,9800,no
2024-07-05,Locos en su Emulsión,2,overprep,23000,yes
2024-07-05,Cuatro Formaggi,1,damage,4800,yes
2024-07-05,Cuatro Formaggi,1,overprep,4800,yes
2024-07-05,Pepperoni,1,expired,3800,no
2024-07-05,Rocca Avocado,2,overprep,17000,yes
2024-07-05,Camarón a la Vista,2,expired,11600,no
2024-07-06,Locos en su Emulsión,1,expired,11500,no
2024-07-06,Tabla Estación,1,expired,14500,no
2024-07-06,Salmón Tando,1,expired,7200,no
2024-07-06,Filete Trifolatti,1,quality_issue,9800,yes
2024-07-06,Copa de Vino CS,1,quality_issue,1400,yes
2024-07-06,Valenciano,1,overprep,6200,yes
2024-07-06,Pepperoni,1,overprep,3800,yes
2024-07-07,Filete Trifolatti,2,expired,19600,no
2024-07-07,Duo del Mar,1,expired,7200,no
2024-07-07,Copa de Vino CS,2,overprep,2800,yes
2024-07-08,Mechada Avocado,2,expired,9600,no
2024-07-08,Mechada Avocado,1,overprep,4800,yes
2024-07-08,Pepperoni,1,overprep,3800,yes
2024-07-08,Arancini,1,damage,3800,yes
2024-07-09,Tartar de Jaiba con Locos,1,quality_issue,8900,yes
2024-07-09,Camarón a la Vista,1,quality_issue,5800,yes
2024-07-09,Rocca Avocado,2,quality_issue,17000,yes
2024-07-09,Cuatro Formaggi,2,overprep,9600,yes
2024-07-09,Cuatro Formaggi,1,expired,4800,no
2024-07-10,Arancini,1,overprep,3800,yes
2024-07-10,Duo del Mar,1,expired,7200,no
2024-07-10,Mechada Avocado,1,expired,4800,no
2024-07-10,Arancini,2,overprep,7600,yes
2024-07-10,Clásica,1,expired,4200,no
2024-07-11,Mechada Avocado,1,overprep,4800,yes
2024-07-11,Salmón Tando,2,expired,14400,no
2024-07-11,Tartar de Jaiba con Locos,1,expired,8900,no
2024-07-11,Margarita,1,overprep,3200,yes
2024-07-11,Margarita,2,overprep,6400,yes
2024-07-11,Salmón Tando,1,overprep,7200,yes
2024-07-11,Tabla Estación,1,overprep,14500,yes
2024-07-12,Tabla Estación,1,overprep,14500,yes
2024-07-12,Mechada Avocado,1,quality_issue,4800,yes
2024-07-12,Clásica,2,overprep,8400,yes
2024-07-12,Pavlova (Papaya),1,expired,2000,no
2024-07-12,Mechada Avocado,1,quality_issue,4800,yes
2024-07-12,Tabla Estación,1,expired,14500,no
2024-07-12,Arancini,1,overprep,3800,yes
2024-07-12,Locos en su Emulsión,1,expired,11500,no
2024-07-12,Mechada Avocado,1,expired,4800,no
2024-07-12,Clásica,3,quality_issue,12600,yes
2024-07-13,Margarita,1,overprep,3200,yes
2024-07-13,Clásica,1,expired,4200,no
2024-07-13,Tartar de Jaiba con Locos,1,expired,8900,no
2024-07-13,Tabla Estación,1,overprep,14500,yes
2024-07-13,Duo del Mar,1,expired,7200,no
2024-07-13,Salmón Tando,2,overprep,14400,yes
2024-07-13,Cuatro Formaggi,1,quality_issue,4800,yes
2024-07-14,Arancini,3,overprep,11400,yes
2024-07-14,Duo del Mar,2,quality_issue,14400,yes
2024-07-14,Pepperoni,1,overprep,3800,yes
2024-07-14,Rocca Avocado,3,damage,25500,yes
2024-07-14,Clásica,3,expired,12600,no
2024-07-14,Rocca Avocado,1,overprep,8500,yes
2024-07-14,Clásica,2,overprep,8400,yes
2024-07-14,Tartar de Jaiba con Locos,1,overprep,8900,yes
2024-07-14,Margarita,1,damage,3200,yes
2024-07-14,Camarón a la Vista,2,overprep,11600,yes
2024-07-15,Locos en su Emulsión,1,quality_issue,11500,yes
2024-07-15,Tabla Estación,2,expired,29000,no
2024-07-15,Tabla Estación,1,expired,14500,no
2024-07-15,Margarita,1,quality_issue,3200,yes
2024-07-16,Margarita,1,expired,3200,no
2024-07-16,Duo del Mar,1,overprep,7200,yes
2024-07-16,Rocca Avocado,1,overprep,8500,yes
2024-07-17,Margarita,1,expired,3200,no
2024-07-17,Filete Trifolatti,1,overprep,9800,yes
2024-07-17,Mechada Avocado,1,expired,4800,no
2024-07-17,Arancini,1,overprep,3800,yes
2024-07-17,Margarita,2,overprep,6400,yes
2024-07-17,Cuatro Formaggi,1,overprep,4800,yes
2024-07-18,Copa de Vino CS,1,quality_issue,1400,yes
2024-07-18,Tartar de Jaiba con Locos,2,overprep,17800,yes
2024-07-18,Volcán de Chocolate,1,expired,2100,no
2024-07-18,Pepperoni,1,expired,3800,no
2024-07-18,Volcán de Chocolate,2,overprep,4200,yes
2024-07-19,Margarita,1,overprep,3200,yes
2024-07-19,Mechada Avocado,2,customer_return,9600,no
2024-07-19,Clásica,1,expired,4200,no
2024-07-19,Tabla Estación,1,expired,14500,no
2024-07-19,Mechada Avocado,1,overprep,4800,yes
2024-07-19,Locos en su Emulsión,1,expired,11500,no
2024-07-20,Locos en su Emulsión,2,expired,23000,no
2024-07-20,Margarita,1,overprep,3200,yes
2024-07-20,Arancini,1,damage,3800,yes
2024-07-20,Arancini,1,overprep,3800,yes
2024-07-20,Mechada Avocado,1,customer_return,4800,no
2024-07-20,Margarita,1,overprep,3200,yes
2024-07-20,Clásica,1,overprep,4200,yes
2024-07-21,Copa de Vino CS,1,expired,1400,no
2024-07-21,Salmón Tando,1,expired,7200,no
2024-07-21,Cuatro Formaggi,1,overprep,4800,yes
2024-07-21,Locos en su Emulsión,1,expired,11500,no
2024-07-22,Locos en su Emulsión,1,customer_return,11500,no
2024-07-22,Margarita,1,expired,3200,no
2024-07-22,Mechada Avocado,1,quality_issue,4800,yes
2024-07-22,Mechada Avocado,1,expired,4800,no
2024-07-22,Copa de Vino CS,1,quality_issue,1400,yes
2024-07-22,Salmón Tando,1,quality_issue,7200,yes
2024-07-23,Camarón a la Vista,1,overprep,5800,yes
2024-07-23,Jugo de Pulpa,1,overprep,800,yes
2024-07-23,Locos en su Emulsión,1,expired,11500,no
2024-07-23,Pepperoni,2,expired,7600,no
2024-07-24,Volcán de Chocolate,1,overprep,2100,yes
2024-07-24,Valenciano,2,expired,12400,no
2024-07-24,Clásica,1,quality_issue,4200,yes
2024-07-24,Valenciano,2,overprep,12400,yes
2024-07-25,Tartar de Jaiba con Locos,2,expired,17800,no
2024-07-25,Duo del Mar,1,overprep,7200,yes
2024-07-25,Pepperoni,2,overprep,7600,yes
2024-07-25,Rocca Avocado,1,overprep,8500,yes
2024-07-25,Volcán de Chocolate,2,overprep,4200,yes
2024-07-25,Mechada Avocado,2,expired,9600,no
2024-07-26,Clásica,3,quality_issue,12600,yes
2024-07-26,Margarita,1,overprep,3200,yes
2024-07-26,Arancini,3,expired,11400,no
2024-07-26,Clásica,2,expired,8400,no
2024-07-26,Pepperoni,1,damage,3800,yes
2024-07-27,Margarita,1,overprep,3200,yes
2024-07-27,Locos en su Emulsión,1,overprep,11500,yes
2024-07-27,Valenciano,2,overprep,12400,yes
2024-07-27,Filete Trifolatti,3,quality_issue,29400,yes
2024-07-27,Pepperoni,1,damage,3800,yes
2024-07-27,Mechada Avocado,1,expired,4800,no
2024-07-27,Salmón Tando,1,expired,7200,no
2024-07-27,Clásica,1,quality_issue,4200,yes
2024-07-27,Cuatro Formaggi,1,overprep,4800,yes
2024-07-28,Pepperoni,2,damage,7600,yes
2024-07-29,Pepperoni,1,damage,3800,yes
2024-07-29,Arancini,1,expired,3800,no
2024-07-29,Volcán de Chocolate,1,overprep,2100,yes
2024-07-29,Pepperoni,1,overprep,3800,yes
2024-07-30,Salmón Tando,1,expired,7200,no
2024-07-30,Salmón Tando,1,expired,7200,no
2024-07-30,Jugo de Pulpa,1,damage,800,yes
2024-07-30,Locos en su Emulsión,2,overprep,23000,yes
2024-07-31,Filete Trifolatti,1,quality_issue,9800,yes
2024-07-31,Rocca Avocado,2,overprep,17000,yes
2024-07-31,Filete Trifolatti,2,overprep,19600,yes
2024-08-01,Mechada Avocado,1,overprep,4800,yes
2024-08-01,Arancini,1,overprep,3800,yes
2024-08-01,Valenciano,1,expired,6200,no
2024-08-01,Jugo de Pulpa,1,damage,800,yes
2024-08-02,Salmón Tando,1,quality_issue,7200,yes
2024-08-02,Volcán de Chocolate,1,quality_issue,2100,yes
2024-08-02,Pepperoni,1,damage,3800,yes
2024-08-03,Valenciano,2,expired,12400,no
2024-08-03,Clásica,2,expired,8400,no
2024-08-03,Rocca Avocado,1,overprep,8500,yes
2024-08-03,Pepperoni,2,expired,7600,no
2024-08-03,Arancini,1,expired,3800,no
2024-08-03,Margarita,1,expired,3200,no
2024-08-03,Clásica,1,overprep,4200,yes
2024-08-04,Margarita,2,expired,6400,no
2024-08-04,Volcán de Chocolate,1,expired,2100,no
2024-08-04,Mechada Avocado,1,overprep,4800,yes
2024-08-05,Pepperoni,1,expired,3800,no
2024-08-05,Locos en su Emulsión,1,quality_issue,11500,yes
2024-08-05,Mechada Avocado,2,expired,9600,no
2024-08-05,Copa de Vino CS,1,damage,1400,yes
2024-08-06,Pavlova (Papaya),1,expired,2000,no
2024-08-07,Camarón a la Vista,1,expired,5800,no
2024-08-07,Mechada Avocado,2,customer_return,9600,no
2024-08-07,Tabla Estación,1,overprep,14500,yes
2024-08-09,Clásica,2,quality_issue,8400,yes
2024-08-09,Clásica,1,expired,4200,no
2024-08-09,Margarita,2,overprep,6400,yes
2024-08-09,Mechada Avocado,1,expired,4800,no
2024-08-09,Duo del Mar,2,expired,14400,no
2024-08-09,Clásica,1,expired,4200,no
2024-08-09,Rocca Avocado,1,expired,8500,no
2024-08-09,Clásica,1,quality_issue,4200,yes
2024-08-10,Tabla Estación,2,overprep,29000,yes
2024-08-10,Valenciano,1,expired,6200,no
2024-08-10,Cuatro Formaggi,1,damage,4800,yes
2024-08-10,Margarita,1,overprep,3200,yes
2024-08-10,Duo del Mar,1,overprep,7200,yes
2024-08-10,Filete Trifolatti,1,overprep,9800,yes
2024-08-10,Cuatro Formaggi,1,overprep,4800,yes
2024-08-10,Mechada Avocado,1,quality_issue,4800,yes
2024-08-10,Duo del Mar,1,expired,7200,no
2024-08-10,Pepperoni,1,damage,3800,yes
2024-08-11,Rocca Avocado,3,expired,25500,no
2024-08-11,Margarita,2,overprep,6400,yes
2024-08-11,Salmón Tando,1,expired,7200,no
2024-08-11,Pavlova (Papaya),1,overprep,2000,yes
2024-08-11,Pavlova (Papaya),1,expired,2000,no
2024-08-11,Margarita,1,overprep,3200,yes
2024-08-11,Cuatro Formaggi,1,overprep,4800,yes
2024-08-12,Arancini,1,overprep,3800,yes
2024-08-12,Mechada Avocado,2,customer_return,9600,no
2024-08-12,Margarita,1,expired,3200,no
2024-08-12,Locos en su Emulsión,2,overprep,23000,yes
2024-08-12,Margarita,1,quality_issue,3200,yes
2024-08-12,Tartar de Jaiba con Locos,2,overprep,17800,yes
2024-08-13,Tabla Estación,1,damage,14500,yes
2024-08-13,Arancini,1,expired,3800,no
2024-08-13,Margarita,1,quality_issue,3200,yes
2024-08-13,Arancini,1,overprep,3800,yes
2024-08-13,Clásica,1,overprep,4200,yes
2024-08-14,Mechada Avocado,2,expired,9600,no
2024-08-14,Pepperoni,2,expired,7600,no
2024-08-14,Cuatro Formaggi,2,overprep,9600,yes
2024-08-14,Duo del Mar,1,customer_return,7200,no
2024-08-15,Locos en su Emulsión,1,quality_issue,11500,yes
2024-08-15,Cuatro Formaggi,1,damage,4800,yes
2024-08-15,Tartar de Jaiba con Locos,1,quality_issue,8900,yes
2024-08-16,Mechada Avocado,1,overprep,4800,yes
2024-08-16,Margarita,2,quality_issue,6400,yes
2024-08-16,Clásica,1,quality_issue,4200,yes
2024-08-16,Clásica,1,expired,4200,no
2024-08-16,Salmón Tando,1,expired,7200,no
2024-08-16,Pepperoni,2,overprep,7600,yes
2024-08-16,Cuatro Formaggi,1,expired,4800,no
2024-08-16,Cuatro Formaggi,3,quality_issue,14400,yes
2024-08-16,Pepperoni,1,overprep,3800,yes
2024-08-16,Locos en su Emulsión,2,expired,23000,no
2024-08-16,Duo del Mar,1,overprep,7200,yes
2024-08-16,Margarita,1,quality_issue,3200,yes
2024-08-16,Pepperoni,1,quality_issue,3800,yes
2024-08-16,Valenciano,1,expired,6200,no
2024-08-17,Copa de Vino CS,2,overprep,2800,yes
2024-08-17,Clásica,1,expired,4200,no
2024-08-17,Salmón Tando,2,overprep,14400,yes
2024-08-17,Arancini,1,damage,3800,yes
2024-08-17,Duo del Mar,1,overprep,7200,yes
2024-08-17,Clásica,1,quality_issue,4200,yes
2024-08-17,Pepperoni,2,expired,7600,no
2024-08-17,Copa de Vino CS,1,overprep,1400,yes
2024-08-18,Filete Trifolatti,1,overprep,9800,yes
2024-08-18,Duo del Mar,2,quality_issue,14400,yes
2024-08-18,Tabla Estación,1,overprep,14500,yes
2024-08-18,Clásica,1,overprep,4200,yes
2024-08-19,Cuatro Formaggi,1,overprep,4800,yes
2024-08-20,Clásica,1,expired,4200,no
2024-08-20,Mechada Avocado,2,expired,9600,no
2024-08-20,Tartar de Jaiba con Locos,1,overprep,8900,yes
2024-08-20,Arancini,1,expired,3800,no
2024-08-21,Valenciano,1,overprep,6200,yes
2024-08-21,Cuatro Formaggi,1,quality_issue,4800,yes
2024-08-21,Volcán de Chocolate,1,damage,2100,yes
2024-08-21,Clásica,1,expired,4200,no
2024-08-21,Mechada Avocado,1,expired,4800,no
2024-08-22,Clásica,1,overprep,4200,yes
2024-08-22,Cuatro Formaggi,1,quality_issue,4800,yes
2024-08-22,Copa de Vino CS,2,damage,2800,yes
2024-08-23,Camarón a la Vista,2,customer_return,11600,no
2024-08-23,Margarita,1,damage,3200,yes
2024-08-23,Pepperoni,1,overprep,3800,yes
2024-08-23,Pepperoni,1,quality_issue,3800,yes
2024-08-23,Salmón Tando,1,expired,7200,no
2024-08-24,Clásica,1,expired,4200,no
2024-08-24,Clásica,1,overprep,4200,yes
2024-08-24,Cuatro Formaggi,1,overprep,4800,yes
2024-08-24,Mechada Avocado,1,expired,4800,no
2024-08-24,Duo del Mar,2,customer_return,14400,no
2024-08-24,Salmón Tando,1,expired,7200,no
2024-08-24,Clásica,1,overprep,4200,yes
2024-08-24,Mechada Avocado,2,expired,9600,no
2024-08-24,Tabla Estación,2,overprep,29000,yes
2024-08-24,Jugo de Pulpa,2,damage,1600,yes
2024-08-24,Pepperoni,1,overprep,3800,yes
2024-08-24,Volcán de Chocolate,1,overprep,2100,yes
2024-08-25,Pepperoni,3,overprep,11400,yes
2024-08-25,Clásica,1,quality_issue,4200,yes
2024-08-25,Cuatro Formaggi,3,quality_issue,14400,yes
2024-08-25,Arancini,2,expired,7600,no
2024-08-25,Valenciano,1,expired,6200,no
2024-08-26,Locos en su Emulsión,2,expired,23000,no
2024-08-26,Volcán de Chocolate,1,overprep,2100,yes
2024-08-27,Pepperoni,1,expired,3800,no
2024-08-27,Margarita,1,overprep,3200,yes
2024-08-27,Margarita,1,overprep,3200,yes
2024-08-27,Margarita,1,overprep,3200,yes
2024-08-27,Copa de Vino CS,1,damage,1400,yes
2024-08-27,Tabla Estación,2,overprep,29000,yes
2024-08-27,Volcán de Chocolate,1,overprep,2100,yes
2024-08-28,Copa de Vino CS,1,overprep,1400,yes
2024-08-28,Tabla Estación,3,overprep,43500,yes
2024-08-28,Volcán de Chocolate,1,damage,2100,yes
2024-08-29,Camarón a la Vista,1,expired,5800,no
2024-08-29,Camarón a la Vista,1,expired,5800,no
2024-08-29,Margarita,1,overprep,3200,yes
2024-08-30,Camarón a la Vista,2,expired,11600,no
2024-08-30,Clásica,2,overprep,8400,yes
2024-08-30,Mechada Avocado,2,overprep,9600,yes
2024-08-31,Margarita,1,overprep,3200,yes
2024-08-31,Filete Trifolatti,2,customer_return,19600,no
2024-08-31,Tabla Estación,1,overprep,14500,yes
2024-08-31,Valenciano,1,overprep,6200,yes
2024-08-31,Tabla Estación,1,damage,14500,yes
2024-08-31,Margarita,1,overprep,3200,yes
2024-08-31,Jugo de Pulpa,1,overprep,800,yes
2024-08-31,Locos en su Emulsión,2,expired,23000,no
2024-08-31,Salmón Tando,1,expired,7200,no
2024-09-01,Tabla Estación,1,damage,14500,yes
2024-09-01,Pavlova (Papaya),1,quality_issue,2000,yes
2024-09-01,Valenciano,2,overprep,12400,yes
2024-09-01,Cuatro Formaggi,1,expired,4800,no
2024-09-01,Salmón Tando,1,overprep,7200,yes
2024-09-01,Tartar de Jaiba con Locos,1,expired,8900,no
2024-09-01,Mechada Avocado,1,expired,4800,no
2024-09-01,Pepperoni,1,expired,3800,no
2024-09-02,Filete Trifolatti,2,overprep,19600,yes
2024-09-02,Arancini,2,overprep,7600,yes
2024-09-03,Margarita,1,overprep,3200,yes
2024-09-04,Tabla Estación,1,quality_issue,14500,yes
2024-09-04,Margarita,1,expired,3200,no
2024-09-04,Margarita,1,overprep,3200,yes
2024-09-05,Copa de Vino CS,1,overprep,1400,yes
2024-09-05,Camarón a la Vista,1,overprep,5800,yes
2024-09-05,Camarón a la Vista,1,quality_issue,5800,yes
2024-09-05,Arancini,1,damage,3800,yes
2024-09-05,Jugo de Pulpa,1,overprep,800,yes
2024-09-05,Jugo de Pulpa,1,quality_issue,800,yes
2024-09-05,Clásica,1,expired,4200,no
2024-09-05,Cuatro Formaggi,2,overprep,9600,yes
2024-09-06,Salmón Tando,2,expired,14400,no
2024-09-06,Locos en su Emulsión,1,overprep,11500,yes
2024-09-06,Copa de Vino CS,1,overprep,1400,yes
2024-09-06,Cuatro Formaggi,1,overprep,4800,yes
2024-09-07,Rocca Avocado,1,overprep,8500,yes
2024-09-07,Pepperoni,1,quality_issue,3800,yes
2024-09-07,Filete Trifolatti,3,expired,29400,no
2024-09-07,Salmón Tando,2,overprep,14400,yes
2024-09-07,Cuatro Formaggi,1,expired,4800,no
2024-09-07,Salmón Tando,1,quality_issue,7200,yes
2024-09-07,Clásica,1,overprep,4200,yes
2024-09-07,Jugo de Pulpa,1,expired,800,no
2024-09-07,Camarón a la Vista,1,customer_return,5800,no
2024-09-08,Margarita,1,overprep,3200,yes
2024-09-08,Pavlova (Papaya),1,overprep,2000,yes
2024-09-09,Jugo de Pulpa,3,expired,2400,no
2024-09-09,Valenciano,2,overprep,12400,yes
2024-09-09,Clásica,1,expired,4200,no
2024-09-09,Tabla Estación,2,overprep,29000,yes
2024-09-09,Volcán de Chocolate,1,overprep,2100,yes
2024-09-10,Pavlova (Papaya),1,overprep,2000,yes
2024-09-10,Arancini,2,overprep,7600,yes
2024-09-10,Rocca Avocado,1,expired,8500,no
2024-09-11,Clásica,1,expired,4200,no
2024-09-11,Tartar de Jaiba con Locos,2,quality_issue,17800,yes
2024-09-11,Cuatro Formaggi,1,quality_issue,4800,yes
2024-09-11,Mechada Avocado,1,overprep,4800,yes
2024-09-11,Mechada Avocado,2,expired,9600,no
2024-09-11,Locos en su Emulsión,1,expired,11500,no
2024-09-11,Mechada Avocado,3,expired,14400,no
2024-09-12,Cuatro Formaggi,1,overprep,4800,yes
2024-09-12,Pepperoni,1,quality_issue,3800,yes
2024-09-12,Cuatro Formaggi,1,overprep,4800,yes
2024-09-12,Margarita,1,quality_issue,3200,yes
2024-09-12,Tartar de Jaiba con Locos,1,expired,8900,no
2024-09-12,Mechada Avocado,1,expired,4800,no
2024-09-12,Arancini,1,quality_issue,3800,yes
2024-09-12,Arancini,1,overprep,3800,yes
2024-09-12,Valenciano,1,damage,6200,yes
2024-09-13,Mechada Avocado,2,overprep,9600,yes
2024-09-13,Margarita,1,damage,3200,yes
