date,target_revenue,qty_sold,weather_temp,is_weekend,is_holiday,foot_traffic_estimate,num_reservations,reserved_pax,day_of_week,month,day_of_month,promo_pizza_tuesday,promo_ladies_thursday,promo_happy_hour,revenue_t-1,revenue_t-7,revenue_t-28,rolling_7d_avg,rolling_30d_avg
2024-01-16,1019300,69,24.4,0,0,73.0,0.0,0.0,1,1,16,1,0,1,1301350.0,1022970.0,1332680.0,1305090.0,1481188.3333333333
2024-01-17,1355520,106,28.7,0,0,91.0,27.0,74.0,2,1,17,0,0,1,1019300.0,1408450.0,1032690.0,1304565.7142857143,1477588.3333333333
2024-01-18,2220370,201,24.2,0,0,156.0,0.0,0.0,3,1,18,0,1,1,1355520.0,1985200.0,1756650.0,1297004.2857142857,1461361.3333333333
2024-01-19,1555910,114,25.7,1,0,139.0,36.0,92.0,4,1,19,0,0,1,2220370.0,1276910.0,1830700.0,1330600.0,1490951.0
2024-01-20,1417540,110,26.6,1,0,106.0,34.0,114.0,5,1,20,0,0,0,1555910.0,1263460.0,2080560.0,1370457.142857143,1508391.6666666667
2024-01-21,1182600,82,23.1,0,0,74.0,25.0,72.0,6,1,21,0,0,0,1417540.0,877290.0,1411960.0,1392468.5714285714,1497088.0
2024-01-22,770190,47,24.2,0,0,59.0,18.0,58.0,0,1,22,0,0,1,1182600.0,1301350.0,1969770.0,1436084.2857142857,1475484.6666666667
2024-01-23,1107500,94,28.0,0,0,102.0,0.0,0.0,1,1,23,1,0,1,770190.0,1019300.0,1475350.0,1360204.2857142857,1431805.6666666667
2024-01-24,1010050,80,24.5,0,0,84.0,25.0,74.0,2,1,24,0,0,1,1107500.0,1355520.0,1041050.0,1372804.2857142857,1421657.0
2024-01-25,1633430,167,23.3,0,0,129.0,0.0,0.0,3,1,25,0,1,1,1010050.0,2220370.0,1765050.0,1323451.4285714286,1389666.3333333333
2024-01-26,1958510,142,27.8,1,0,144.0,40.0,104.0,4,1,26,0,0,1,1633430.0,1555910.0,1497400.0,1239602.857142857,1394935.6666666667
2024-01-27,1701780,116,25.4,1,0,143.0,42.0,114.0,5,1,27,0,0,0,1958510.0,1417540.0,2633900.0,1297117.142857143,1425517.6666666667
2024-01-28,1098900,80,27.8,0,0,93.0,29.0,76.0,6,1,28,0,0,0,1701780.0,1182600.0,945670.0,1337722.857142857,1423408.6666666667
2024-01-29,1455820,109,25.2,0,0,88.0,25.0,54.0,0,1,29,0,0,1,1098900.0,770190.0,1467730.0,1325765.7142857143,1410125.3333333333
2024-01-30,1066150,82,23.1,0,0,90.0,0.0,0.0,1,1,30,1,0,1,1455820.0,1107500.0,1423050.0,1423712.857142857,1370856.0
2024-01-31,709500,51,23.6,0,0,56.0,17.0,58.0,2,1,31,0,0,1,1066150.0,1010050.0,1443490.0,1417805.7142857143,1374872.0
2024-02-01,1632470,168,25.7,0,0,167.0,0.0,0.0,3,2,1,0,1,1,709500.0,1633430.0,1453800.0,1374870.0,1349597.6666666667
2024-02-02,1366120,104,26.0,1,0,106.0,35.0,92.0,4,2,2,0,0,1,1632470.0,1958510.0,1277800.0,1374732.857142857,1356578.3333333333
2024-02-03,1854300,113,22.8,1,0,123.0,33.0,90.0,5,2,3,0,0,0,1366120.0,1701780.0,1756590.0,1290105.7142857143,1353999.3333333333
2024-02-04,636800,46,23.3,0,0,65.0,23.0,62.0,6,2,4,0,0,0,1854300.0,1098900.0,1376780.0,1311894.2857142857,1367349.3333333333
2024-02-05,1476590,98,27.2,0,0,83.0,20.0,56.0,0,2,5,0,0,1,636800.0,1455820.0,1357720.0,1245880.0,1345982.6666666667
2024-02-06,1238040,89,19.0,0,0,77.0,0.0,0.0,1,2,6,1,0,1,1476590.0,1066150.0,1022970.0,1248847.142857143,1336649.3333333333
2024-02-07,1385550,97,27.0,0,0,105.0,30.0,78.0,2,2,7,0,0,1,1238040.0,709500.0,1408450.0,1273402.857142857,1332024.6666666667
2024-02-08,1610470,177,19.9,0,0,156.0,0.0,0.0,3,2,8,0,1,1,1385550.0,1632470.0,1985200.0,1369981.4285714286,1332952.3333333333
2024-02-09,1804640,136,27.3,1,0,142.0,41.0,104.0,4,2,9,0,0,1,1610470.0,1366120.0,1276910.0,1366838.5714285714,1352535.6666666667
2024-02-10,1584100,115,25.9,1,0,108.0,35.0,104.0,5,2,10,0,0,0,1804640.0,1854300.0,1263460.0,1429484.2857142857,1365742.0
2024-02-11,1369400,97,30.7,0,0,97.0,25.0,70.0,6,2,11,0,0,0,1584100.0,636800.0,877290.0,1390884.2857142857,1352372.0
2024-02-12,1133900,78,28.1,0,0,100.0,25.0,70.0,0,2,12,0,0,1,1369400.0,1476590.0,1301350.0,1495541.4285714286,1355455.0
2024-02-13,1929830,144,25.6,0,0,111.0,0.0,0.0,1,2,13,1,0,1,1133900.0,1238040.0,1019300.0,1446585.7142857143,1351136.3333333333
2024-02-14,1624850,119,24.6,0,0,103.0,30.0,88.0,2,2,14,0,0,1,1929830.0,1385550.0,1355520.0,1545412.857142857,1386221.0
2024-02-15,1658300,158,30.5,0,0,150.0,0.0,0.0,3,2,15,0,1,1,1624850.0,1610470.0,2220370.0,1579598.5714285714,1397004.3333333333
2024-02-16,1731470,122,23.1,1,0,108.0,26.0,78.0,4,2,16,0,0,1,1658300.0,1804640.0,1555910.0,1586431.4285714286,1418304.3333333333
2024-02-17,1944450,133,27.4,1,0,127.0,36.0,96.0,5,2,17,0,0,0,1731470.0,1584100.0,1417540.0,1575978.5714285714,1430836.0
2024-02-18,1157700,73,30.6,0,0,80.0,28.0,88.0,6,2,18,0,0,0,1944450.0,1369400.0,1182600.0,1627457.142857143,1421638.6666666667
2024-02-19,1259500,88,23.4,0,0,78.0,19.0,54.0,0,2,19,0,0,1,1157700.0,1133900.0,770190.0,1597214.2857142857,1408365.0
2024-02-20,1650030,127,29.3,0,0,86.0,0.0,0.0,1,2,20,1,0,1,1259500.0,1929830.0,1107500.0,1615157.142857143,1403097.0
2024-02-21,1216590,84,26.4,0,0,86.0,28.0,72.0,2,2,21,0,0,1,1650030.0,1624850.0,1010050.0,1575185.7142857143,1418678.0
2024-02-22,1363100,144,22.2,0,0,132.0,0.0,0.0,3,2,22,0,1,1,1216590.0,1658300.0,1633430.0,1516862.857142857,1433558.0
2024-02-23,2276170,159,26.1,1,0,162.0,39.0,108.0,4,2,23,0,0,1,1363100.0,1731470.0,1958510.0,1474691.4285714286,1442078.0
2024-02-24,1181300,80,20.3,1,0,98.0,23.0,56.0,5,2,24,0,0,0,2276170.0,1944450.0,1701780.0,1552505.7142857143,1484282.0
2024-02-25,754000,55,21.4,0,0,58.0,14.0,38.0,6,2,25,0,0,0,1181300.0,1157700.0,1098900.0,1443484.2857142857,1469211.0
2024-02-26,1569150,108,26.1,0,0,108.0,28.0,78.0,0,2,26,0,0,1,754000.0,1259500.0,1455820.0,1385812.857142857,1429060.6666666667
2024-02-27,1516900,111,29.6,0,0,117.0,0.0,0.0,1,2,27,1,0,1,1569150.0,1650030.0,1066150.0,1430048.5714285714,1424639.6666666667
2024-02-28,933990,65,30.0,0,0,78.0,25.0,88.0,2,2,28,0,0,1,1516900.0,1216590.0,709500.0,1411030.0,1438573.0
2024-02-29,2029680,157,22.9,0,0,132.0,0.0,0.0,3,2,29,0,1,1,933990.0,1363100.0,1632470.0,1370658.5714285714,1421178.6666666667
2024-03-01,1469480,99,19.8,1,0,118.0,33.0,96.0,4,3,1,0,0,1,2029680.0,2276170.0,1366120.0,1465884.2857142857,1453296.3333333333
2024-03-02,1983960,148,17.8,1,0,125.0,42.0,116.0,5,3,2,0,0,0,1469480.0,1181300.0,1854300.0,1350642.857142857,1478629.0
2024-03-03,1248400,98,21.8,0,0,104.0,35.0,96.0,6,3,3,0,0,0,1983960.0,754000.0,636800.0,1465308.5714285714,1490345.3333333333
2024-03-04,1269000,88,19.7,0,0,70.0,25.0,66.0,0,3,4,0,0,1,1248400.0,1569150.0,1476590.0,1535937.142857143,1486421.3333333333
2024-03-05,1019400,81,17.4,0,0,83.0,0.0,0.0,1,3,5,1,0,1,1269000.0,1516900.0,1238040.0,1493058.5714285714,1466911.3333333333
2024-03-06,823850,58,27.2,0,0,67.0,16.0,44.0,2,3,6,0,0,1,1019400.0,933990.0,1385550.0,1421987.142857143,1479664.6666666667
2024-03-07,1595680,147,17.1,0,0,161.0,0.0,0.0,3,3,7,0,1,1,823850.0,2029680.0,1610470.0,1406252.857142857,1457906.6666666667
2024-03-08,1618440,116,22.5,1,0,133.0,39.0,110.0,4,3,8,0,0,1,1595680.0,1469480.0,1804640.0,1344252.857142857,1469828.0
2024-03-09,1271400,106,16.2,1,0,110.0,31.0,88.0,5,3,9,0,0,0,1618440.0,1983960.0,1584100.0,1365532.857142857,1477591.0
2024-03-10,497390,40,19.4,0,0,51.0,17.0,44.0,6,3,10,0,0,0,1271400.0,1248400.0,1369400.0,1263738.5714285714,1466288.6666666667
2024-03-11,1082640,77,22.1,0,0,80.0,26.0,66.0,0,3,11,0,0,1,497390.0,1269000.0,1133900.0,1156451.4285714286,1422713.6666666667
2024-03-12,1204510,79,22.9,0,0,88.0,0.0,0.0,1,3,12,1,0,1,1082640.0,1019400.0,1929830.0,1129828.5714285714,1405998.3333333333
2024-03-13,1031340,74,20.3,0,0,68.0,19.0,48.0,2,3,13,0,0,1,1204510.0,823850.0,1624850.0,1156272.857142857,1400502.0
2024-03-14,1403070,142,23.9,0,0,136.0,0.0,0.0,3,3,14,0,1,1,1031340.0,1595680.0,1658300.0,1185914.2857142857,1397083.3333333333
2024-03-15,1677870,104,23.0,1,0,114.0,34.0,96.0,4,3,15,0,0,1,1403070.0,1618440.0,1731470.0,1158398.5714285714,1379524.6666666667
2024-03-16,1667770,120,16.5,1,0,117.0,35.0,94.0,5,3,16,0,0,0,1677870.0,1271400.0,1944450.0,1166888.5714285714,1381292.0
2024-03-17,985090,65,21.3,0,0,79.0,21.0,54.0,6,3,17,0,0,0,1667770.0,497390.0,1157700.0,1223512.857142857,1381607.6666666667
2024-03-18,1388900,111,14.8,0,0,112.0,27.0,80.0,0,3,18,0,0,1,985090.0,1082640.0,1259500.0,1293184.2857142857,1356728.3333333333
2024-03-19,938900,70,16.7,0,0,68.0,0.0,0.0,1,3,19,1,0,1,1388900.0,1204510.0,1650030.0,1336935.7142857143,1338210.0
2024-03-20,1065400,76,17.9,0,0,74.0,17.0,42.0,2,3,20,0,0,1,938900.0,1031340.0,1216590.0,1298991.4285714286,1330916.6666666667
2024-03-21,1680950,140,22.5,0,0,143.0,0.0,0.0,3,3,21,0,1,1,1065400.0,1403070.0,1363100.0,1303857.142857143,1324446.6666666667
2024-03-22,1273880,80,14.9,1,0,105.0,26.0,76.0,4,3,22,0,0,1,1680950.0,1677870.0,2276170.0,1343554.2857142857,1325477.3333333333
2024-03-23,1605450,131,16.6,1,0,139.0,38.0,102.0,5,3,23,0,0,0,1273880.0,1667770.0,1181300.0,1285841.4285714286,1327387.0
2024-03-24,961200,69,15.4,0,0,79.0,26.0,72.0,6,3,24,0,0,0,1605450.0,985090.0,754000.0,1276938.5714285714,1335465.3333333333
2024-03-25,1385290,89,16.8,0,0,76.0,22.0,54.0,0,3,25,0,0,1,961200.0,1388900.0,1569150.0,1273525.7142857143,1291633.0
2024-03-26,1371830,103,21.1,0,0,89.0,0.0,0.0,1,3,26,1,0,1,1385290.0,938900.0,1516900.0,1273010.0,1298432.6666666667
2024-03-27,1572900,114,18.3,0,0,96.0,30.0,76.0,2,3,27,0,0,1,1371830.0,1065400.0,933990.0,1334857.142857143,1319027.0
2024-03-28,1463490,129,19.5,0,0,139.0,0.0,0.0,3,3,28,0,1,1,1572900.0,1680950.0,2029680.0,1407357.142857143,1319152.0
2024-03-29,2012090,138,20.6,1,1,135.0,40.0,92.0,4,3,29,0,0,0,1463490.0,1273880.0,1469480.0,1376291.4285714286,1317371.6666666667
2024-03-30,1647490,108,22.6,1,0,103.0,36.0,94.0,5,3,30,0,0,0,2012090.0,1605450.0,1983960.0,1481750.0,1353308.3333333333
2024-03-31,790700,65,19.0,0,0,67.0,21.0,54.0,6,3,31,0,0,0,1647490.0,961200.0,1248400.0,1487755.7142857143,1340568.6666666667
2024-04-01,1135050,83,14.0,0,0,93.0,28.0,72.0,0,4,1,0,0,1,790700.0,1385290.0,1269000.0,1463398.5714285714,1317942.6666666667
2024-04-02,1723400,118,16.3,0,0,81.0,0.0,0.0,1,4,2,1,0,1,1135050.0,1371830.0,1019400.0,1427650.0,1289645.6666666667
2024-04-03,737600,47,17.1,0,0,72.0,19.0,50.0,2,4,3,0,0,1,1723400.0,1572900.0,823850.0,1477874.2857142857,1305479.0
2024-04-04,2021900,189,13.5,0,0,132.0,0.0,0.0,3,4,4,0,1,1,737600.0,1463490.0,1595680.0,1358545.7142857143,1287765.6666666667
2024-04-05,1894990,126,14.2,1,0,133.0,35.0,86.0,4,4,5,0,0,1,2021900.0,2012090.0,1618440.0,1438318.5714285714,1321182.3333333333
2024-04-06,1533070,113,13.1,1,0,114.0,37.0,94.0,5,4,6,0,0,0,1894990.0,1647490.0,1271400.0,1421590.0,1356887.0
2024-04-07,816180,58,16.5,0,0,56.0,15.0,36.0,6,4,7,0,0,0,1533070.0,790700.0,497390.0,1405244.2857142857,1354800.0
2024-04-08,1450820,98,12.0,0,0,80.0,23.0,60.0,0,4,8,0,0,1,816180.0,1135050.0,1082640.0,1408884.2857142857,1328058.0
2024-04-09,1118850,87,16.4,0,0,61.0,0.0,0.0,1,4,9,1,0,1,1450820.0,1723400.0,1204510.0,1453994.2857142857,1334038.6666666667
2024-04-10,1379890,112,15.9,0,0,95.0,29.0,82.0,2,4,10,0,0,1,1118850.0,737600.0,1031340.0,1367630.0,1354754.0
2024-04-11,1091570,101,18.0,0,0,139.0,0.0,0.0,3,4,11,0,1,1,1379890.0,2021900.0,1403070.0,1459385.7142857143,1364662.3333333333
2024-04-12,1601750,102,17.1,1,0,113.0,35.0,94.0,4,4,12,0,0,1,1091570.0,1894990.0,1677870.0,1326481.4285714286,1360897.6666666667
2024-04-13,1737680,124,17.6,1,0,136.0,37.0,92.0,5,4,13,0,0,0,1601750.0,1533070.0,1667770.0,1284590.0,1379911.3333333333
2024-04-14,1207200,70,14.9,0,0,83.0,22.0,56.0,6,4,14,0,0,0,1737680.0,816180.0,985090.0,1313820.0,1391065.0
2024-04-15,627550,40,13.6,0,0,62.0,15.0,34.0,0,4,15,0,0,1,1207200.0,1450820.0,1388900.0,1369680.0,1375376.0
2024-04-16,751300,64,16.0,0,0,80.0,0.0,0.0,1,4,16,1,0,1,627550.0,1118850.0,938900.0,1252070.0,1340702.0
2024-04-17,943600,63,17.8,0,0,66.0,17.0,46.0,2,4,17,0,0,1,751300.0,1379890.0,1065400.0,1199562.857142857,1332909.0
2024-04-18,1546480,160,16.7,0,0,136.0,0.0,0.0,3,4,18,0,1,1,943600.0,1091570.0,1680950.0,1137235.7142857143,1318065.6666666667
2024-04-19,1699450,119,18.5,1,0,100.0,28.0,70.0,4,4,19,0,0,1,1546480.0,1601750.0,1273880.0,1202222.857142857,1338318.3333333333
2024-04-20,1611150,110,19.6,1,0,116.0,38.0,102.0,5,4,20,0,0,0,1699450.0,1737680.0,1605450.0,1216180.0,1359453.3333333333
2024-04-21,1114340,91,16.7,0,0,99.0,34.0,88.0,6,4,21,0,0,0,1611150.0,1207200.0,961200.0,1198104.2857142857,1357126.6666666667
2024-04-22,1252500,86,16.4,0,0,82.0,25.0,56.0,0,4,22,0,0,1,1114340.0,627550.0,1385290.0,1184838.5714285714,1351808.6666666667
2024-04-23,1318490,96,13.9,0,0,79.0,0.0,0.0,1,4,23,1,0,1,1252500.0,751300.0,1371830.0,1274117.142857143,1340043.6666666667
2024-04-24,1072880,71,17.4,0,0,93.0,31.0,76.0,2,4,24,0,0,1,1318490.0,943600.0,1572900.0,1355144.2857142857,1351953.3333333333
2024-04-25,2144230,186,13.2,0,0,153.0,0.0,0.0,3,4,25,0,1,1,1072880.0,1546480.0,1463490.0,1373612.857142857,1341539.6666666667
2024-04-26,1299920,100,17.1,1,0,114.0,35.0,98.0,4,4,26,0,0,1,2144230.0,1699450.0,2012090.0,1459005.7142857143,1367286.3333333333
2024-04-27,1588600,124,10.6,1,0,120.0,33.0,92.0,5,4,27,0,0,0,1299920.0,1611150.0,1647490.0,1401930.0,1358187.0
2024-04-28,1086790,84,22.2,0,0,73.0,21.0,60.0,6,4,28,0,0,0,1588600.0,1114340.0,790700.0,1398708.5714285714,1362357.3333333333
2024-04-29,1336730,96,11.2,0,0,91.0,28.0,74.0,0,4,29,0,0,1,1086790.0,1252500.0,1135050.0,1394772.857142857,1331514.0
2024-04-30,1564500,120,19.6,0,0,86.0,0.0,0.0,1,4,30,1,0,1,1336730.0,1318490.0,1723400.0,1406805.7142857143,1321155.3333333333
2024-05-01,1054230,80,11.2,0,1,85.0,30.0,92.0,2,5,1,0,0,0,1564500.0,1072880.0,737600.0,1441950.0,1346948.6666666667
2024-05-02,1573730,154,11.0,0,0,169.0,0.0,0.0,3,5,2,0,1,1,1054230.0,2144230.0,2021900.0,1439285.7142857143,1344254.6666666667
2024-05-03,1951780,137,10.2,1,0,122.0,35.0,90.0,4,5,3,0,0,1,1573730.0,1299920.0,1894990.0,1357785.7142857143,1339265.6666666667
2024-05-04,2010770,133,8.9,1,0,126.0,42.0,104.0,5,5,4,0,0,0,1951780.0,1588600.0,1533070.0,1450908.5714285714,1379738.3333333333
2024-05-05,1245890,98,9.0,0,0,94.0,32.0,86.0,6,5,5,0,0,0,2010770.0,1086790.0,816180.0,1511218.5714285714,1379367.3333333333
2024-05-06,667900,52,15.6,0,0,48.0,12.0,36.0,0,5,6,0,0,1,1245890.0,1336730.0,1450820.0,1533947.142857143,1357730.6666666667
2024-05-07,1384350,114,16.1,0,0,88.0,0.0,0.0,1,5,7,1,0,1,667900.0,1564500.0,1118850.0,1438400.0,1328891.6666666667
2024-05-08,676190,56,8.1,0,0,54.0,14.0,40.0,2,5,8,0,0,1,1384350.0,1054230.0,1379890.0,1412664.2857142857,1347830.6666666667
2024-05-09,1509230,151,10.3,0,0,151.0,0.0,0.0,3,5,9,0,1,1,676190.0,1573730.0,1091570.0,1358658.5714285714,1322009.6666666667
2024-05-10,1951270,151,15.1,1,0,129.0,33.0,86.0,4,5,10,0,0,1,1509230.0,1951780.0,1601750.0,1349444.2857142857,1335022.3333333333
2024-05-11,1550780,107,7.1,1,0,128.0,41.0,110.0,5,5,11,0,0,0,1951270.0,2010770.0,1737680.0,1349371.4285714286,1354068.3333333333
2024-05-12,648090,51,15.5,0,0,47.0,14.0,42.0,6,5,12,0,0,0,1550780.0,1245890.0,1207200.0,1283658.5714285714,1369375.3333333333
2024-05-13,714140,63,14.8,0,0,69.0,18.0,44.0,0,5,13,0,0,1,648090.0,667900.0,627550.0,1198258.5714285714,1337586.6666666667
2024-05-14,1199690,101,11.3,0,0,64.0,0.0,0.0,1,5,14,1,0,1,714140.0,1384350.0,751300.0,1204864.2857142857,1303468.6666666667
2024-05-15,1290180,103,11.2,0,0,109.0,37.0,102.0,2,5,15,0,0,1,1199690.0,676190.0,943600.0,1178484.2857142857,1303218.3333333333
2024-05-16,1597880,142,10.3,0,0,140.0,0.0,0.0,3,5,16,0,1,1,1290180.0,1509230.0,1546480.0,1266197.142857143,1325306.0
2024-05-17,2238890,150,12.7,1,0,121.0,36.0,100.0,4,5,17,0,0,1,1597880.0,1951270.0,1699450.0,1278861.4285714286,1353525.3333333333
2024-05-18,1658890,127,11.3,1,0,126.0,44.0,120.0,5,5,18,0,0,0,2238890.0,1550780.0,1611150.0,1319950.0,1396701.6666666667
2024-05-19,517000,33,13.7,0,0,43.0,13.0,34.0,6,5,19,0,0,0,1658890.0,648090.0,1114340.0,1335394.2857142857,1400448.6666666667
2024-05-20,1296790,105,12.8,0,0,110.0,27.0,68.0,0,5,20,0,0,1,517000.0,714140.0,1252500.0,1316667.142857143,1361033.6666666667
2024-05-21,848200,61,13.4,0,0,64.0,0.0,0.0,1,5,21,1,0,1,1296790.0,1199690.0,1318490.0,1399902.857142857,1350555.0
2024-05-22,1135850,82,10.3,0,0,61.0,19.0,62.0,2,5,22,0,0,1,848200.0,1290180.0,1072880.0,1349690.0,1341683.6666666667
2024-05-23,1334480,123,14.6,0,0,117.0,0.0,0.0,3,5,23,0,1,1,1135850.0,1597880.0,2144230.0,1327642.857142857,1337795.3333333333
2024-05-24,1485770,97,6.3,1,0,128.0,44.0,114.0,4,5,24,0,0,1,1334480.0,2238890.0,1299920.0,1290014.2857142857,1338328.3333333333
2024-05-25,2105360,138,5.4,1,0,131.0,40.0,100.0,5,5,25,0,0,0,1485770.0,1658890.0,1588600.0,1182425.7142857143,1352091.3333333333
2024-05-26,1029280,80,12.2,0,0,83.0,24.0,84.0,6,5,26,0,0,0,2105360.0,517000.0,1086790.0,1246207.142857143,1350795.6666666667
2024-05-27,800540,53,14.0,0,0,63.0,22.0,58.0,0,5,27,0,0,1,1029280.0,1296790.0,1336730.0,1319390.0,1341774.3333333333
2024-05-28,1958390,131,10.4,0,0,76.0,0.0,0.0,1,5,28,1,0,1,800540.0,848200.0,1564500.0,1248497.142857143,1315505.6666666667
2024-05-29,1023290,69,13.0,0,0,88.0,24.0,74.0,2,5,29,0,0,1,1958390.0,1135850.0,1054230.0,1407095.7142857143,1344559.0
2024-05-30,1662520,153,15.2,0,0,141.0,0.0,0.0,3,5,30,0,1,1,1023290.0,1334480.0,1573730.0,1391015.7142857143,1334111.0
2024-05-31,1800970,125,12.8,1,0,128.0,39.0,96.0,4,5,31,0,0,1,1662520.0,1485770.0,1951780.0,1437878.5714285714,1337378.3333333333
2024-06-01,862560,63,8.7,1,0,93.0,25.0,64.0,5,6,1,0,0,0,1800970.0,2105360.0,2010770.0,1482907.142857143,1362269.6666666667
2024-06-02,1206560,93,6.3,0,0,91.0,24.0,78.0,6,6,2,0,0,0,862560.0,1029280.0,1245890.0,1305364.2857142857,1338564.0
2024-06-03,1691600,111,9.2,0,0,88.0,30.0,86.0,0,6,3,0,0,1,1206560.0,800540.0,667900.0,1330690.0,1313723.3333333333
2024-06-04,1194850,101,8.8,0,0,68.0,0.0,0.0,1,6,4,1,0,1,1691600.0,1958390.0,1384350.0,1457984.2857142857,1303084.3333333333
2024-06-05,1106300,72,3.5,0,0,54.0,13.0,30.0,2,6,5,0,0,1,1194850.0,1023290.0,676190.0,1348907.142857143,1301383.0
2024-06-06,1663130,168,8.2,0,0,151.0,0.0,0.0,3,6,6,0,1,1,1106300.0,1662520.0,1509230.0,1360765.7142857143,1315996.3333333333
2024-06-07,1396030,99,10.4,1,0,157.0,41.0,116.0,4,6,7,0,0,1,1663130.0,1800970.0,1951270.0,1360852.857142857,1325289.0
2024-06-08,2236970,165,14.2,1,0,150.0,49.0,130.0,5,6,8,0,0,0,1396030.0,862560.0,1550780.0,1303004.2857142857,1349283.6666666667
2024-06-09,1244600,88,11.9,0,0,88.0,24.0,56.0,6,6,9,0,0,0,2236970.0,1206560.0,648090.0,1499348.5714285714,1373541.6666666667
2024-06-10,1417120,94,4.6,0,0,90.0,23.0,66.0,0,6,10,0,0,1,1244600.0,1691600.0,714140.0,1504782.857142857,1349986.0
2024-06-11,1296570,94,7.3,0,0,88.0,0.0,0.0,1,6,11,1,0,1,1417120.0,1194850.0,1199690.0,1465571.4285714286,1345530.6666666667
2024-06-12,1111050,72,3.7,0,0,72.0,23.0,60.0,2,6,12,0,0,1,1296570.0,1106300.0,1290180.0,1480102.857142857,1367146.6666666667
2024-06-13,1968700,189,11.7,0,0,157.0,0.0,0.0,3,6,13,0,1,1,1111050.0,1663130.0,1597880.0,1480781.4285714286,1380377.0
2024-06-14,1832790,130,7.1,1,0,121.0,39.0,106.0,4,6,14,0,0,1,1968700.0,1396030.0,2238890.0,1524434.2857142857,1406010.6666666667
2024-06-15,1648380,119,5.2,1,0,139.0,43.0,120.0,5,6,15,0,0,0,1832790.0,2236970.0,1658890.0,1586828.5714285714,1424097.6666666667
2024-06-16,896000,58,8.5,0,0,49.0,12.0,28.0,6,6,16,0,0,0,1648380.0,1244600.0,517000.0,1502744.2857142857,1425781.0
2024-06-17,1852590,123,7.9,0,0,92.0,31.0,80.0,0,6,17,0,0,1,896000.0,1417120.0,1296790.0,1452944.2857142857,1381018.0
2024-06-18,1607830,118,10.4,0,0,98.0,0.0,0.0,1,6,18,1,0,1,1852590.0,1296570.0,848200.0,1515154.2857142857,1387474.6666666667
2024-06-19,818600,54,6.1,0,0,73.0,19.0,54.0,2,6,19,0,0,1,1607830.0,1111050.0,1135850.0,1559620.0,1423835.6666666667
2024-06-20,1407800,165,11.9,0,0,120.0,0.0,0.0,3,6,20,0,1,1,818600.0,1968700.0,1334480.0,1517841.4285714286,1407896.0
2024-06-21,1611670,111,11.1,1,0,104.0,33.0,84.0,4,6,21,0,0,1,1407800.0,1832790.0,1485770.0,1437712.857142857,1426549.3333333333
2024-06-22,1410980,111,12.6,1,0,117.0,41.0,116.0,5,6,22,0,0,0,1611670.0,1648380.0,2105360.0,1406124.2857142857,1442410.0
2024-06-23,1181900,90,12.3,0,0,92.0,26.0,88.0,6,6,23,0,0,0,1410980.0,896000.0,1029280.0,1372210.0,1444960.0
2024-06-24,1089310,87,6.3,0,0,84.0,29.0,68.0,0,6,24,0,0,1,1181900.0,1852590.0,800540.0,1413052.857142857,1434831.0
2024-06-25,1217800,82,14.4,0,0,85.0,0.0,0.0,1,6,25,1,0,1,1089310.0,1607830.0,1958390.0,1304012.857142857,1400962.6666666667
2024-06-26,777900,57,9.8,0,0,61.0,19.0,46.0,2,6,26,0,0,1,1217800.0,818600.0,1023290.0,1248294.2857142857,1407246.6666666667
2024-06-27,1567220,166,9.2,0,0,116.0,0.0,0.0,3,6,27,0,1,1,777900.0,1407800.0,1662520.0,1242480.0,1406492.0
2024-06-28,759250,67,6.8,1,0,111.0,30.0,74.0,4,6,28,0,0,1,1567220.0,1611670.0,1800970.0,1265254.2857142857,1393453.0
2024-06-29,1372500,100,11.6,1,0,123.0,34.0,88.0,5,6,29,0,0,0,759250.0,1410980.0,862560.0,1143480.0,1384651.6666666667
2024-06-30,773290,61,9.8,0,0,77.0,23.0,60.0,6,6,30,0,0,0,1372500.0,1181900.0,1206560.0,1137982.857142857,1374984.3333333333
2024-07-01,1321120,103,6.2,0,0,106.0,36.0,96.0,0,7,1,0,0,1,773290.0,1089310.0,1691600.0,1079610.0,1340728.3333333333
2024-07-02,907100,60,10.4,0,0,73.0,0.0,0.0,1,7,2,1,0,1,1321120.0,1217800.0,1194850.0,1112725.7142857143,1356013.6666666667
2024-07-03,1242490,73,6.7,0,0,69.0,21.0,64.0,2,7,3,0,0,1,907100.0,777900.0,1106300.0,1068340.0,1346031.6666666667
2024-07-04,1700100,157,4.3,0,0,146.0,0.0,0.0,3,7,4,0,1,1,1242490.0,1567220.0,1663130.0,1134710.0,1331061.3333333333
2024-07-05,1888550,115,5.1,1,0,123.0,35.0,96.0,4,7,5,0,0,1,1700100.0,759250.0,1396030.0,1153692.857142857,1347903.0
2024-07-06,2314490,150,10.5,1,0,141.0,45.0,128.0,5,7,6,0,0,0,1888550.0,1372500.0,2236970.0,1315021.4285714286,1373978.0
2024-07-07,1341790,86,7.6,0,0,81.0,25.0,72.0,6,7,7,0,0,0,2314490.0,773290.0,1244600.0,1449591.4285714286,1395690.0
2024-07-08,741830,51,8.4,0,0,58.0,14.0,36.0,0,7,8,0,0,1,1341790.0,1321120.0,1417120.0,1530805.7142857143,1393882.0
2024-07-09,629400,49,7.2,0,0,56.0,0.0,0.0,1,7,9,1,0,1,741830.0,907100.0,1296570.0,1448050.0,1344044.0
