reservation_id,date,time,pax,customer_name,status,channel
RES-16401,2024-07-06,21:00,4,Cliente 16401,Show,WhatsApp
RES-16402,2024-07-06,14:00,4,Cliente 16402,Show,Phone
RES-16403,2024-07-06,13:00,2,Cliente 16403,Show,Web
RES-16404,2024-07-06,19:00,4,Cliente 16404,Show,WhatsApp
RES-16405,2024-07-06,20:00,2,Cliente 16405,Show,WhatsApp
RES-16406,2024-07-06,21:00,2,Cliente 16406,Cancelled,Web
RES-16407,2024-07-06,19:00,4,Cliente 16407,Show,Web
RES-16408,2024-07-06,14:00,2,Cliente 16408,Show,Web
RES-16409,2024-07-06,22:00,2,Cliente 16409,Show,Phone
RES-16410,2024-07-06,20:00,2,Cliente 16410,Show,Phone
RES-16411,2024-07-06,20:00,2,Cliente 16411,Show,Phone
RES-16412,2024-07-06,20:00,2,Cliente 16412,Show,Phone
RES-16413,2024-07-06,20:00,2,Cliente 16413,Show,Web
RES-16414,2024-07-06,22:00,4,Cliente 16414,Cancelled,Phone
RES-16415,2024-07-06,20:00,2,Cliente 16415,No-Show,Phone
RES-16416,2024-07-07,20:00,4,Cliente 16416,Cancelled,WhatsApp
RES-16417,2024-07-07,20:00,2,Cliente 16417,Show,Web
RES-16418,2024-07-07,20:00,4,Cliente 16418,Show,Web
RES-16419,2024-07-07,13:00,2,Cliente 16419,Show,Web
RES-16420,2024-07-07,19:00,2,Cliente 16420,Show,Web
RES-16421,2024-07-07,19:00,4,Cliente 16421,Show,WhatsApp
RES-16422,2024-07-07,19:00,2,Cliente 16422,Show,Phone
RES-16423,2024-07-07,20:00,2,Cliente 16423,Cancelled,WhatsApp
RES-16424,2024-07-07,19:00,2,Cliente 16424,Show,Phone
RES-16425,2024-07-07,21:00,2,Cliente 16425,Show,Phone
RES-16426,2024-07-07,13:00,6,Cliente 16426,No-Show,WhatsApp
RES-16427,2024-07-07,21:00,2,Cliente 16427,Show,WhatsApp
RES-16428,2024-07-07,21:00,2,Cliente 16428,No-Show,Phone
RES-16429,2024-07-07,14:00,2,Cliente 16429,Show,Web
RES-16430,2024-07-07,21:00,2,Cliente 16430,Show,Web
RES-16431,2024-07-07,21:00,2,Cliente 16431,Show,WhatsApp
RES-16432,2024-07-07,21:00,2,Cliente 16432,Show,Web
RES-16433,2024-07-07,21:00,2,Cliente 16433,Show,Phone
RES-16434,2024-07-07,22:00,2,Cliente 16434,Show,WhatsApp
RES-16435,2024-07-07,20:00,2,Cliente 16435,Show,Web
RES-16436,2024-07-07,20:00,4,Cliente 16436,Cancelled,Phone
RES-16437,2024-07-07,14:00,6,Cliente 16437,Show,WhatsApp
RES-16438,2024-07-07,14:00,8,Cliente 16438,Show,Phone
RES-16439,2024-07-07,20:00,2,Cliente 16439,Show,Web
RES-16440,2024-07-07,20:00,2,Cliente 16440,Show,Web
RES-16441,2024-07-08,22:00,2,Cliente 16441,Show,Phone
RES-16442,2024-07-08,20:00,2,Cliente 16442,Show,Phone
RES-16443,2024-07-08,20:00,4,Cliente 16443,Show,Web
RES-16444,2024-07-08,20:00,2,Cliente 16444,No-Show,Phone
RES-16445,2024-07-08,20:00,2,Cliente 16445,Show,WhatsApp
RES-16446,2024-07-08,20:00,2,Cliente 16446,Show,WhatsApp
RES-16447,2024-07-08,19:00,2,Cliente 16447,Show,Web
RES-16448,2024-07-08,13:00,2,Cliente 16448,Show,WhatsApp
RES-16449,2024-07-08,19:00,4,Cliente 16449,Show,Web
RES-16450,2024-07-08,22:00,4,Cliente 16450,Show,Web
RES-16451,2024-07-08,19:00,2,Cliente 16451,Show,Web
RES-16452,2024-07-08,20:00,2,Cliente 16452,Show,Phone
RES-16453,2024-07-08,20:00,2,Cliente 16453,Show,Web
RES-16454,2024-07-08,21:00,4,Cliente 16454,Show,Web
RES-16455,2024-07-10,20:00,2,Cliente 16455,Show,WhatsApp
RES-16456,2024-07-10,19:00,2,Cliente 16456,Show,WhatsApp
RES-16457,2024-07-10,13:00,2,Cliente 16457,Show,Web
RES-16458,2024-07-10,20:00,4,Cliente 16458,Show,WhatsApp
RES-16459,2024-07-10,20:00,2,Cliente 16459,Show,Phone
RES-16460,2024-07-10,14:00,2,Cliente 16460,Show,WhatsApp
RES-16461,2024-07-10,20:00,2,Cliente 16461,Show,Web
RES-16462,2024-07-10,21:00,2,Cliente 16462,Show,WhatsApp
RES-16463,2024-07-10,20:00,2,Cliente 16463,Show,Web
RES-16464,2024-07-10,19:00,4,Cliente 16464,No-Show,Phone
RES-16465,2024-07-10,21:00,2,Cliente 16465,Show,Web
RES-16466,2024-07-10,19:00,4,Cliente 16466,Show,Web
RES-16467,2024-07-10,21:00,2,Cliente 16467,Show,Web
RES-16468,2024-07-10,22:00,2,Cliente 16468,Show,Web
RES-16469,2024-07-10,19:00,2,Cliente 16469,Show,Phone
RES-16470,2024-07-10,19:00,2,Cliente 16470,Show,Web
RES-16471,2024-07-10,21:00,4,Cliente 16471,Show,WhatsApp
RES-16472,2024-07-10,14:00,2,Cliente 16472,No-Show,Web
RES-16473,2024-07-10,21:00,6,Cliente 16473,Show,WhatsApp
RES-16474,2024-07-10,22:00,2,Cliente 16474,Show,Web
RES-16475,2024-07-10,21:00,2,Cliente 16475,Show,Web
RES-16476,2024-07-10,19:00,4,Cliente 16476,Show,Web
RES-16477,2024-07-10,13:00,2,Cliente 16477,Show,Web
RES-16478,2024-07-10,20:00,2,Cliente 16478,Show,WhatsApp
RES-16479,2024-07-10,21:00,2,Cliente 16479,Show,Web
RES-16480,2024-07-10,20:00,2,Cliente 16480,Show,Phone
RES-16481,2024-07-10,20:00,4,Cliente 16481,No-Show,Web
RES-16482,2024-07-10,22:00,2,Cliente 16482,No-Show,Phone
RES-16483,2024-07-10,20:00,2,Cliente 16483,Show,Web
RES-16484,2024-07-10,20:00,2,Cliente 16484,Show,WhatsApp
RES-16485,2024-07-12,20:00,2,Cliente 16485,Show,WhatsApp
RES-16486,2024-07-12,21:00,2,Cliente 16486,Show,Phone
RES-16487,2024-07-12,20:00,4,Cliente 16487,Show,Web
RES-16488,2024-07-12,20:00,2,Cliente 16488,Show,Web
RES-16489,2024-07-12,22:00,2,Cliente 16489,Cancelled,Web
RES-16490,2024-07-12,20:00,2,Cliente 16490,No-Show,WhatsApp
RES-16491,2024-07-12,21:00,2,Cliente 16491,Show,Web
RES-16492,2024-07-12,20:00,2,Cliente 16492,No-Show,WhatsApp
RES-16493,2024-07-12,20:00,2,Cliente 16493,Show,Web
RES-16494,2024-07-12,13:00,2,Cliente 16494,Cancelled,WhatsApp
RES-16495,2024-07-12,20:00,2,Cliente 16495,No-Show,WhatsApp
RES-16496,2024-07-12,20:00,2,Cliente 16496,Show,WhatsApp
RES-16497,2024-07-12,20:00,2,Cliente 16497,Show,Web
RES-16498,2024-07-12,21:00,4,Cliente 16498,Show,WhatsApp
RES-16499,2024-07-12,20:00,2,Cliente 16499,Show,WhatsApp
RES-16500,2024-07-12,22:00,2,Cliente 16500,Show,Web
RES-16501,2024-07-12,19:00,2,Cliente 16501,Show,Web
RES-16502,2024-07-12,21:00,2,Cliente 16502,Show,Web
RES-16503,2024-07-12,21:00,2,Cliente 16503,Show,WhatsApp
RES-16504,2024-07-12,19:00,2,Cliente 16504,Show,WhatsApp
RES-16505,2024-07-12,21:00,2,Cliente 16505,Show,Web
RES-16506,2024-07-12,14:00,2,Cliente 16506,Show,Web
RES-16507,2024-07-12,19:00,4,Cliente 16507,Show,Web
RES-16508,2024-07-12,21:00,4,Cliente 16508,Show,WhatsApp
RES-16509,2024-07-12,20:00,2,Cliente 16509,No-Show,Web
RES-16510,2024-07-12,19:00,2,Cliente 16510,Show,Phone
RES-16511,2024-07-12,20:00,4,Cliente 16511,Show,WhatsApp
RES-16512,2024-07-12,19:00,2,Cliente 16512,No-Show,Phone
RES-16513,2024-07-12,21:00,2,Cliente 16513,Show,WhatsApp
RES-16514,2024-07-12,21:00,2,Cliente 16514,Show,WhatsApp
RES-16515,2024-07-12,21:00,2,Cliente 16515,Show,WhatsApp
RES-16516,2024-07-12,22:00,2,Cliente 16516,Show,Web
RES-16517,2024-07-12,19:00,2,Cliente 16517,Show,Web
RES-16518,2024-07-12,19:00,2,Cliente 16518,Show,WhatsApp
RES-16519,2024-07-12,20:00,4,Cliente 16519,Show,Phone
RES-16520,2024-07-12,14:00,2,Cliente 16520,No-Show,WhatsApp
RES-16521,2024-07-12,20:00,4,Cliente 16521,Show,Phone
RES-16522,2024-07-12,14:00,2,Cliente 16522,Show,Web
RES-16523,2024-07-12,14:00,6,Cliente 16523,No-Show,WhatsApp
RES-16524,2024-07-12,21:00,2,Cliente 16524,No-Show,Web
RES-16525,2024-07-12,22:00,2,Cliente 16525,Show,Phone
RES-16526,2024-07-12,19:00,2,Cliente 16526,Show,WhatsApp
RES-16527,2024-07-12,20:00,2,Cliente 16527,Show,Web
RES-16528,2024-07-12,20:00,2,Cliente 16528,Show,Phone
RES-16529,2024-07-12,20:00,6,Cliente 16529,Show,Phone
RES-16530,2024-07-12,14:00,2,Cliente 16530,Show,WhatsApp
RES-16531,2024-07-12,20:00,2,Cliente 16531,Show,Web
RES-16532,2024-07-12,21:00,2,Cliente 16532,Show,Web
RES-16533,2024-07-12,21:00,2,Cliente 16533,Show,Phone
RES-16534,2024-07-12,20:00,4,Cliente 16534,Show,Phone
RES-16535,2024-07-12,20:00,2,Cliente 16535,Show,Web
RES-16536,2024-07-12,20:00,6,Cliente 16536,Show,WhatsApp
RES-16537,2024-07-12,20:00,4,Cliente 16537,No-Show,Phone
RES-16538,2024-07-13,22:00,2,Cliente 16538,Show,WhatsApp
RES-16539,2024-07-13,20:00,4,Cliente 16539,Show,WhatsApp
RES-16540,2024-07-13,14:00,2,Cliente 16540,Show,Web
RES-16541,2024-07-13,13:00,2,Cliente 16541,Show,Web
RES-16542,2024-07-13,22:00,4,Cliente 16542,Show,Phone
RES-16543,2024-07-13,19:00,2,Cliente 16543,Cancelled,Web
RES-16544,2024-07-13,20:00,2,Cliente 16544,No-Show,Web
RES-16545,2024-07-13,19:00,2,Cliente 16545,Show,WhatsApp
RES-16546,2024-07-13,19:00,2,Cliente 16546,Show,WhatsApp
RES-16547,2024-07-13,21:00,2,Cliente 16547,Show,Web
RES-16548,2024-07-13,21:00,2,Cliente 16548,Show,Web
RES-16549,2024-07-13,13:00,2,Cliente 16549,Show,Web
RES-16550,2024-07-13,19:00,2,Cliente 16550,Show,WhatsApp
RES-16551,2024-07-13,21:00,2,Cliente 16551,Show,Web
RES-16552,2024-07-13,21:00,4,Cliente 16552,Show,Phone
RES-16553,2024-07-13,20:00,2,Cliente 16553,Show,WhatsApp
RES-16554,2024-07-13,20:00,2,Cliente 16554,Show,WhatsApp
RES-16555,2024-07-13,19:00,2,Cliente 16555,Show,Phone
RES-16556,2024-07-13,14:00,2,Cliente 16556,Show,Web
RES-16557,2024-07-13,14:00,4,Cliente 16557,Show,Web
RES-16558,2024-07-13,20:00,2,Cliente 16558,Show,Web
RES-16559,2024-07-13,20:00,2,Cliente 16559,Show,Web
RES-16560,2024-07-13,19:00,4,Cliente 16560,Show,Phone
RES-16561,2024-07-13,21:00,2,Cliente 16561,Show,Phone
RES-16562,2024-07-13,20:00,2,Cliente 16562,Show,Web
RES-16563,2024-07-13,13:00,2,Cliente 16563,Show,Web
RES-16564,2024-07-13,20:00,2,Cliente 16564,Show,Phone
RES-16565,2024-07-13,19:00,2,Cliente 16565,Show,WhatsApp
RES-16566,2024-07-13,19:00,2,Cliente 16566,Show,Web
RES-16567,2024-07-13,21:00,2,Cliente 16567,Show,WhatsApp
RES-16568,2024-07-13,20:00,2,Cliente 16568,Show,Web
RES-16569,2024-07-13,19:00,2,Cliente 16569,No-Show,Web
RES-16570,2024-07-13,21:00,2,Cliente 16570,Show,WhatsApp
RES-16571,2024-07-13,20:00,2,Cliente 16571,Show,WhatsApp
RES-16572,2024-07-14,20:00,2,Cliente 16572,Show,Web
RES-16573,2024-07-14,21:00,4,Cliente 16573,Show,Web
RES-16574,2024-07-14,13:00,2,Cliente 16574,Show,WhatsApp
RES-16575,2024-07-14,21:00,6,Cliente 16575,Show,Web
RES-16576,2024-07-14,19:00,2,Cliente 16576,Show,Web
RES-16577,2024-07-14,13:00,2,Cliente 16577,No-Show,Web
RES-16578,2024-07-14,20:00,4,Cliente 16578,Show,Web
RES-16579,2024-07-14,13:00,2,Cliente 16579,Show,Web
RES-16580,2024-07-14,19:00,2,Cliente 16580,Show,Web
RES-16581,2024-07-14,13:00,4,Cliente 16581,Show,Web
RES-16582,2024-07-14,20:00,2,Cliente 16582,Cancelled,WhatsApp
RES-16583,2024-07-14,19:00,2,Cliente 16583,Show,Phone
RES-16584,2024-07-14,20:00,6,Cliente 16584,No-Show,Web
RES-16585,2024-07-14,13:00,4,Cliente 16585,Show,WhatsApp
RES-16586,2024-07-14,21:00,2,Cliente 16586,Show,WhatsApp
RES-16587,2024-07-14,20:00,8,Cliente 16587,Show,Phone
RES-16588,2024-07-14,20:00,2,Cliente 16588,Show,Web
RES-16589,2024-07-14,20:00,2,Cliente 16589,Show,Phone
RES-16590,2024-07-14,21:00,2,Cliente 16590,No-Show,WhatsApp
RES-16591,2024-07-14,21:00,4,Cliente 16591,No-Show,Web
RES-16592,2024-07-14,14:00,6,Cliente 16592,Cancelled,Phone
RES-16593,2024-07-14,21:00,2,Cliente 16593,Show,Phone
RES-16594,2024-07-14,22:00,2,Cliente 16594,Show,Phone
RES-16595,2024-07-14,21:00,2,Cliente 16595,Show,Phone
RES-16596,2024-07-14,13:00,2,Cliente 16596,No-Show,Web
RES-16597,2024-07-14,21:00,4,Cliente 16597,Show,Web
RES-16598,2024-07-14,21:00,2,Cliente 16598,Show,Web
RES-16599,2024-07-15,21:00,2,Cliente 16599,Show,Web
RES-16600,2024-07-15,20:00,2,Cliente 16600,Show,Web
RES-16601,2024-07-15,21:00,4,Cliente 16601,Show,Phone
RES-16602,2024-07-15,21:00,2,Cliente 16602,Show,WhatsApp
RES-16603,2024-07-15,21:00,2,Cliente 16603,Show,WhatsApp
RES-16604,2024-07-15,20:00,4,Cliente 16604,Show,WhatsApp
RES-16605,2024-07-15,19:00,4,Cliente 16605,Show,Web
RES-16606,2024-07-15,22:00,2,Cliente 16606,Show,Web
RES-16607,2024-07-15,22:00,2,Cliente 16607,Show,WhatsApp
RES-16608,2024-07-15,20:00,4,Cliente 16608,Show,Web
RES-16609,2024-07-15,22:00,2,Cliente 16609,No-Show,Phone
RES-16610,2024-07-15,21:00,2,Cliente 16610,Show,Web
RES-16611,2024-07-15,19:00,2,Cliente 16611,Show,Phone
RES-16612,2024-07-17,22:00,4,Cliente 16612,Show,WhatsApp
RES-16613,2024-07-17,19:00,2,Cliente 16613,Show,Web
RES-16614,2024-07-17,19:00,2,Cliente 16614,Show,Web
RES-16615,2024-07-17,19:00,2,Cliente 16615,Show,WhatsApp
RES-16616,2024-07-17,20:00,4,Cliente 16616,Show,Web
RES-16617,2024-07-17,21:00,2,Cliente 16617,Show,WhatsApp
RES-16618,2024-07-17,19:00,2,Cliente 16618,Show,Web
RES-16619,2024-07-17,19:00,2,Cliente 16619,Show,Phone
RES-16620,2024-07-17,21:00,2,Cliente 16620,Show,Web
RES-16621,2024-07-17,20:00,2,Cliente 16621,Show,WhatsApp
RES-16622,2024-07-17,20:00,4,Cliente 16622,Show,Phone
RES-16623,2024-07-17,19:00,2,Cliente 16623,Show,Web
RES-16624,2024-07-17,20:00,2,Cliente 16624,Show,Web
RES-16625,2024-07-17,21:00,2,Cliente 16625,Show,WhatsApp
RES-16626,2024-07-17,14:00,4,Cliente 16626,Show,Web
RES-16627,2024-07-17,20:00,2,Cliente 16627,Show,Web
RES-16628,2024-07-17,13:00,2,Cliente 16628,No-Show,Web
RES-16629,2024-07-17,21:00,2,Cliente 16629,Show,Web
RES-16630,2024-07-17,20:00,2,Cliente 16630,Cancelled,Phone
RES-16631,2024-07-17,21:00,2,Cliente 16631,Show,Phone
RES-16632,2024-07-17,20:00,4,Cliente 16632,Show,Phone
RES-16633,2024-07-17,20:00,2,Cliente 16633,Show,Web
RES-16634,2024-07-17,21:00,2,Cliente 16634,No-Show,WhatsApp
RES-16635,2024-07-17,14:00,2,Cliente 16635,Cancelled,WhatsApp
RES-16636,2024-07-17,20:00,2,Cliente 16636,Show,Phone
RES-16637,2024-07-17,22:00,2,Cliente 16637,No-Show,Phone
RES-16638,2024-07-17,22:00,4,Cliente 16638,Show,Web
RES-16639,2024-07-19,13:00,4,Cliente 16639,Show,Web
RES-16640,2024-07-19,20:00,2,Cliente 16640,Show,Web
RES-16641,2024-07-19,20:00,6,Cliente 16641,Show,Web
RES-16642,2024-07-19,21:00,4,Cliente 16642,Show,Web
RES-16643,2024-07-19,21:00,2,Cliente 16643,Show,WhatsApp
RES-16644,2024-07-19,21:00,2,Cliente 16644,No-Show,Web
RES-16645,2024-07-19,21:00,2,Cliente 16645,Show,Web
RES-16646,2024-07-19,20:00,2,Cliente 16646,Show,Web
RES-16647,2024-07-19,19:00,2,Cliente 16647,Show,Phone
RES-16648,2024-07-19,13:00,2,Cliente 16648,Show,Phone
RES-16649,2024-07-19,14:00,2,Cliente 16649,Show,Web
RES-16650,2024-07-19,20:00,4,Cliente 16650,Show,Web
RES-16651,2024-07-19,19:00,2,Cliente 16651,Show,Phone
RES-16652,2024-07-19,22:00,2,Cliente 16652,Show,Web
RES-16653,2024-07-19,21:00,2,Cliente 16653,Show,Web
RES-16654,2024-07-19,20:00,2,Cliente 16654,No-Show,Web
RES-16655,2024-07-19,19:00,2,Cliente 16655,Show,Phone
RES-16656,2024-07-19,19:00,2,Cliente 16656,No-Show,Web
RES-16657,2024-07-19,20:00,8,Cliente 16657,Show,Web
RES-16658,2024-07-19,20:00,2,Cliente 16658,Cancelled,WhatsApp
RES-16659,2024-07-19,14:00,2,Cliente 16659,Show,Web
RES-16660,2024-07-19,20:00,2,Cliente 16660,Show,WhatsApp
RES-16661,2024-07-19,19:00,4,Cliente 16661,Show,Web
RES-16662,2024-07-19,14:00,2,Cliente 16662,Show,WhatsApp
RES-16663,2024-07-19,22:00,2,Cliente 16663,Show,Phone
RES-16664,2024-07-19,13:00,2,Cliente 16664,No-Show,Web
RES-16665,2024-07-19,13:00,2,Cliente 16665,No-Show,Web
RES-16666,2024-07-19,19:00,2,Cliente 16666,Show,WhatsApp
RES-16667,2024-07-19,22:00,2,Cliente 16667,Show,WhatsApp
RES-16668,2024-07-19,21:00,2,Cliente 16668,Show,Phone
RES-16669,2024-07-19,13:00,2,Cliente 16669,Show,Phone
RES-16670,2024-07-19,14:00,8,Cliente 16670,Show,Web
RES-16671,2024-07-20,20:00,2,Cliente 16671,Show,Web
RES-16672,2024-07-20,20:00,2,Cliente 16672,Show,WhatsApp
RES-16673,2024-07-20,21:00,2,Cliente 16673,Show,Web
RES-16674,2024-07-20,21:00,2,Cliente 16674,Show,WhatsApp
RES-16675,2024-07-20,20:00,2,Cliente 16675,Show,Web
RES-16676,2024-07-20,22:00,2,Cliente 16676,Show,Web
RES-16677,2024-07-20,14:00,2,Cliente 16677,Show,Phone
RES-16678,2024-07-20,22:00,2,Cliente 16678,Show,Phone
RES-16679,2024-07-20,14:00,2,Cliente 16679,Cancelled,Web
RES-16680,2024-07-20,14:00,4,Cliente 16680,Show,Web
RES-16681,2024-07-20,22:00,4,Cliente 16681,Show,Web
RES-16682,2024-07-20,19:00,2,Cliente 16682,Show,WhatsApp
RES-16683,2024-07-20,20:00,4,Cliente 16683,Show,Web
RES-16684,2024-07-20,21:00,2,Cliente 16684,Show,Web
RES-16685,2024-07-20,20:00,2,Cliente 16685,Show,WhatsApp
RES-16686,2024-07-20,19:00,4,Cliente 16686,Show,WhatsApp
RES-16687,2024-07-20,13:00,2,Cliente 16687,Show,Web
RES-16688,2024-07-20,19:00,2,Cliente 16688,Show,WhatsApp
RES-16689,2024-07-20,21:00,2,Cliente 16689,No-Show,Phone
RES-16690,2024-07-20,19:00,2,Cliente 16690,Show,Phone
RES-16691,2024-07-20,20:00,2,Cliente 16691,Show,WhatsApp
RES-16692,2024-07-20,19:00,4,Cliente 16692,Show,Web
RES-16693,2024-07-20,19:00,4,Cliente 16693,Show,WhatsApp
RES-16694,2024-07-20,20:00,4,Cliente 16694,Show,Phone
RES-16695,2024-07-20,14:00,2,Cliente 16695,No-Show,Web
RES-16696,2024-07-20,22:00,2,Cliente 16696,Show,Web
RES-16697,2024-07-20,20:00,2,Cliente 16697,Show,Web
RES-16698,2024-07-20,19:00,4,Cliente 16698,Show,WhatsApp
RES-16699,2024-07-20,22:00,2,Cliente 16699,Show,Phone
RES-16700,2024-07-20,21:00,2,Cliente 16700,Show,Phone
RES-16701,2024-07-20,19:00,2,Cliente 16701,Show,Web
RES-16702,2024-07-20,20:00,2,Cliente 16702,Show,WhatsApp
RES-16703,2024-07-20,13:00,2,Cliente 16703,Show,Phone
RES-16704,2024-07-20,22:00,2,Cliente 16704,Show,Web
RES-16705,2024-07-21,21:00,2,Cliente 16705,Show,WhatsApp
RES-16706,2024-07-21,19:00,2,Cliente 16706,Show,WhatsApp
RES-16707,2024-07-21,19:00,2,Cliente 16707,Show,WhatsApp
RES-16708,2024-07-21,19:00,2,Cliente 16708,Show,Phone
RES-16709,2024-07-21,14:00,2,Cliente 16709,Show,Web
RES-16710,2024-07-21,20:00,2,Cliente 16710,Show,Web
RES-16711,2024-07-21,14:00,2,Cliente 16711,Show,WhatsApp
RES-16712,2024-07-21,22:00,4,Cliente 16712,Show,WhatsApp
RES-16713,2024-07-21,19:00,4,Cliente 16713,Show,Phone
RES-16714,2024-07-21,13:00,6,Cliente 16714,Show,Phone
RES-16715,2024-07-21,14:00,2,Cliente 16715,Show,Web
RES-16716,2024-07-21,13:00,2,Cliente 16716,Show,Web
RES-16717,2024-07-21,14:00,4,Cliente 16717,Show,WhatsApp
RES-16718,2024-07-21,21:00,4,Cliente 16718,Show,Web
RES-16719,2024-07-21,13:00,2,Cliente 16719,Show,Web
RES-16720,2024-07-21,20:00,2,Cliente 16720,Show,Web
RES-16721,2024-07-21,19:00,2,Cliente 16721,Show,WhatsApp
RES-16722,2024-07-21,14:00,4,Cliente 16722,Show,WhatsApp
RES-16723,2024-07-21,20:00,2,Cliente 16723,Show,Web
RES-16724,2024-07-21,19:00,2,Cliente 16724,No-Show,Phone
RES-16725,2024-07-21,19:00,4,Cliente 16725,Show,Web
RES-16726,2024-07-21,20:00,4,Cliente 16726,Show,Phone
RES-16727,2024-07-21,21:00,2,Cliente 16727,Show,Phone
RES-16728,2024-07-21,20:00,2,Cliente 16728,Show,Web
RES-16729,2024-07-21,13:00,2,Cliente 16729,Show,Web
RES-16730,2024-07-22,21:00,2,Cliente 16730,Show,Phone
RES-16731,2024-07-22,20:00,2,Cliente 16731,Show,Web
RES-16732,2024-07-22,19:00,8,Cliente 16732,Show,Web
RES-16733,2024-07-22,19:00,2,Cliente 16733,Show,WhatsApp
RES-16734,2024-07-22,21:00,2,Cliente 16734,Show,Phone
RES-16735,2024-07-22,13:00,2,Cliente 16735,Show,WhatsApp
RES-16736,2024-07-22,19:00,4,Cliente 16736,Show,Web
RES-16737,2024-07-22,20:00,2,Cliente 16737,No-Show,WhatsApp
RES-16738,2024-07-22,20:00,2,Cliente 16738,Show,Web
RES-16739,2024-07-22,22:00,4,Cliente 16739,Show,Web
RES-16740,2024-07-22,22:00,2,Cliente 16740,Show,WhatsApp
RES-16741,2024-07-22,21:00,2,Cliente 16741,No-Show,WhatsApp
RES-16742,2024-07-22,20:00,4,Cliente 16742,Show,Web
RES-16743,2024-07-22,22:00,2,Cliente 16743,Show,WhatsApp
RES-16744,2024-07-22,22:00,8,Cliente 16744,Show,Web
RES-16745,2024-07-22,20:00,2,Cliente 16745,No-Show,Web
RES-16746,2024-07-22,14:00,2,Cliente 16746,No-Show,WhatsApp
RES-16747,2024-07-22,19:00,2,Cliente 16747,Show,Web
RES-16748,2024-07-22,14:00,2,Cliente 16748,No-Show,WhatsApp
RES-16749,2024-07-22,20:00,2,Cliente 16749,Show,WhatsApp
RES-16750,2024-07-22,20:00,2,Cliente 16750,Show,WhatsApp
RES-16751,2024-07-22,20:00,2,Cliente 16751,Cancelled,WhatsApp
RES-16752,2024-07-22,20:00,8,Cliente 16752,Show,WhatsApp
RES-16753,2024-07-22,22:00,2,Cliente 16753,Show,Web
RES-16754,2024-07-22,14:00,2,Cliente 16754,Show,Phone
RES-16755,2024-07-22,21:00,4,Cliente 16755,No-Show,Phone
RES-16756,2024-07-24,19:00,2,Cliente 16756,Show,Web
RES-16757,2024-07-24,21:00,4,Cliente 16757,Show,Phone
RES-16758,2024-07-24,20:00,2,Cliente 16758,Show,Web
RES-16759,2024-07-24,21:00,4,Cliente 16759,Show,Phone
RES-16760,2024-07-24,13:00,6,Cliente 16760,Show,Phone
RES-16761,2024-07-24,22:00,4,Cliente 16761,Show,Web
RES-16762,2024-07-24,21:00,2,Cliente 16762,Show,Web
RES-16763,2024-07-24,21:00,2,Cliente 16763,Show,Web
RES-16764,2024-07-24,13:00,2,Cliente 16764,Show,Web
RES-16765,2024-07-24,21:00,2,Cliente 16765,Show,Phone
RES-16766,2024-07-24,20:00,2,Cliente 16766,Show,Web
RES-16767,2024-07-24,20:00,2,Cliente 16767,Show,WhatsApp
RES-16768,2024-07-24,21:00,2,Cliente 16768,Show,Web
RES-16769,2024-07-24,21:00,2,Cliente 16769,Show,Phone
RES-16770,2024-07-24,20:00,2,Cliente 16770,Show,Phone
RES-16771,2024-07-24,19:00,2,Cliente 16771,Show,WhatsApp
RES-16772,2024-07-24,21:00,2,Cliente 16772,No-Show,Web
RES-16773,2024-07-24,19:00,4,Cliente 16773,Show,Web
RES-16774,2024-07-24,19:00,2,Cliente 16774,Show,Phone
RES-16775,2024-07-24,22:00,2,Cliente 16775,Show,Web
RES-16776,2024-07-24,22:00,2,Cliente 16776,Show,WhatsApp
RES-16777,2024-07-24,20:00,2,Cliente 16777,Show,Phone
RES-16778,2024-07-24,14:00,2,Cliente 16778,Show,Web
RES-16779,2024-07-24,14:00,4,Cliente 16779,Show,WhatsApp
RES-16780,2024-07-24,20:00,2,Cliente 16780,Show,Web
RES-16781,2024-07-26,21:00,2,Cliente 16781,Show,Web
RES-16782,2024-07-26,22:00,4,Cliente 16782,Show,Web
RES-16783,2024-07-26,20:00,4,Cliente 16783,Show,Web
RES-16784,2024-07-26,13:00,4,Cliente 16784,Cancelled,WhatsApp
RES-16785,2024-07-26,22:00,8,Cliente 16785,Show,Web
RES-16786,2024-07-26,20:00,4,Cliente 16786,Show,Web
RES-16787,2024-07-26,14:00,2,Cliente 16787,Show,Web
RES-16788,2024-07-26,20:00,2,Cliente 16788,Show,WhatsApp
RES-16789,2024-07-26,20:00,2,Cliente 16789,Show,Web
RES-16790,2024-07-26,21:00,2,Cliente 16790,Show,WhatsApp
RES-16791,2024-07-26,13:00,2,Cliente 16791,Show,Web
RES-16792,2024-07-26,19:00,2,Cliente 16792,Show,Web
RES-16793,2024-07-26,20:00,4,Cliente 16793,Show,WhatsApp
RES-16794,2024-07-26,13:00,2,Cliente 16794,Show,Web
RES-16795,2024-07-26,20:00,2,Cliente 16795,Show,Phone
RES-16796,2024-07-26,21:00,4,Cliente 16796,Show,Web
RES-16797,2024-07-26,20:00,2,Cliente 16797,Show,WhatsApp
RES-16798,2024-07-26,20:00,4,Cliente 16798,Show,Web
RES-16799,2024-07-26,20:00,4,Cliente 16799,No-Show,WhatsApp
RES-16800,2024-07-26,14:00,2,Cliente 16800,Show,Web
RES-16801,2024-07-26,19:00,4,Cliente 16801,Show,Phone
RES-16802,2024-07-26,13:00,2,Cliente 16802,Show,WhatsApp
